sample	genome	coverage	relative abundance	iRep	un-filtered iRep	raw iRep (no GC bias correction)	r^2	% windows	GC bias	GC r^2	day	treatment	bird	day_num
d35ctrl092	bin.492	25.65399419342693	4.6580686772503	1.625985170391905	1.625985170391905	1.6321525591559494	0.9973333864271942	100	-1.2107974294558517	0.05068977804069975	35	ctrl	092	35
d78sub197	bin.492	7.077428681212092	0.9273646066441827	1.7091590864032649	1.7091590864032649	1.7470414464380937	0.991385136172553	100	-1.2763438539081522	0.10806746899415687	78	sub	197	78
d35ther116	bin.492	43.320807107051664	9.304138176795144	1.563784923420368	1.563784923420368	1.5798789953825736	0.9969582407093848	100	-8.978698721991533	0.13864084771756205	35	ther	116	35
d78sub193	bin.492	10.305417046046326	0.7060641213346992	1.6880556234276418	1.6880556234276418	1.7144158904238267	0.9895346520166525	100	-2.082513743403411	0.11900281784477994	78	sub	193	78
d07ther056	bin.492	22.567278738628243	2.1671622486187836	1.5259467272714984	1.5259467272714984	1.5455860878710306	0.9965238541698678	100	-4.320265116917534	0.13562779686270135	07	ther	056	7
d78ther203	bin.492	60.49841183510391	15.710421235711697	1.559489327215544	1.559489327215544	1.599844825826093	0.9989998633231304	100	-44.450451709263405	0.3017122415742317	78	ther	203	78
d35ctrl091	bin.492	18.796353221084665	2.9832497677834104	1.6331147497956342	1.6331147497956342	1.6466802035515595	0.9977657385721428	100	-2.074823502405851	0.08773671173780109	35	ctrl	091	35
d35sub108	bin.492	6.350505515363637	0.5273895429177982	1.918146360342159	1.918146360342159	1.9480797138612567	0.9949515112232648	100	-1.41223745785136	0.11188348798794355	35	sub	108	35
d78ctrl187	bin.492	10.041601662921495	1.985786769662234	1.6623267662750074	1.6623267662750074	1.7183687069119624	0.9921969260450518	100	-4.173561980313972	0.19187229192689248	78	ctrl	187	78
d07sub046	bin.492	11.12363519659665	1.6264505828176807	1.9161562503187652	1.9161562503187652	1.9303966814970441	0.9965405954582635	100	-0.09515999250383958	0.013365344309335335	07	sub	046	7
d78ctrl181	bin.492	7.005872081437353	0.36892514516955505	1.6564225923462712	1.6564225923462712	1.7496340623014852	0.9855500756460825	100	-1.377746894672958	0.09504057465230852	78	ctrl	181	78
d07ctrl039	bin.44	10.94736892563964	1.5352930702763543	1.4090462061614293	1.4090462061614293	1.428355419091045	0.9869498068826955	98.28	-0.845963178940785	0.0686843281120648	07	ctrl	039	7
d35ctrl092	bin.44	8.032123354704696	1.4584154782395184	1.4870725411540855	1.4870725411540855	1.504048075043926	0.9741420628185998	99.84	-0.09355946540725661	0.016433117900408578	35	ctrl	092	35
d35ctrl099	bin.44	5.50635508418719	1.1309612758552012	1.5417765490464772	1.5417765490464772	1.579760947571777	0.9726387281473949	100	-0.8585701183007659	0.0897731982383253	35	ctrl	099	35
d07ctrl033	bin.44	6.095727724848703	0.8854361710676393	1.6077195932183206	1.6077195932183206	1.6188931108080766	0.9907364323283893	98.2	-0.15550413647910266	0.02687552168817398	07	ctrl	033	7
d07sub044	bin.48	6.087356557969036	1.4614176781556278	1.7105605822572052	1.7105605822572052	1.7181382000122103	0.9806370564729354	100	0.0094596694667717	0.0031513991773814976	07	sub	044	7
d35ther120	bin.48	13.00865771962881	2.6185642406631167	1.4747618345762687	1.4747618345762687	1.4818915166538285	0.9811074149185098	100	0.0032432963896030136	0.0010932497205339287	35	ther	120	35
d35ther112	bin.48	15.298012756109227	2.669613719456817	1.3254704055832311	1.3254704055832311	1.3318092778562305	0.9884343663397082	100	-0.021901066413952796	0.003626029365512373	35	ther	112	35
d07sub046	bin.48	9.516587756831452	1.391474947710421	1.5203682519546178	1.5203682519546178	1.5281345490614038	0.9886372661865859	100	0.286791709468768	0.027424425999322377	07	sub	046	7
d07ther059	bin.45	13.871846826137762	3.2125612762255864	1.5816357544696882	1.5816357544696882	1.5899438043879415	0.9946807689631654	100	-0.38864529218827226	0.025034206509353618	07	ther	059	7
d07sub041	bin.45	7.278166227842631	2.1044535910590154	1.9629087767711615	1.9629087767711615	1.9792419578423999	0.9921645984275377	100	-0.007128882641620938	0.0020822822039621167	07	sub	041	7
d07sub049	bin.45	7.4851553759244345	6.0044005976245955	2.0251357869674607	2.0251357869674607	2.0365794604018004	0.9944981599131262	100	-0.06376330682181691	0.008574373605006236	07	sub	049	7
d07sub046	bin.45	12.958568881055752	1.894746774464941	1.7176793660587932	1.7176793660587932	1.7223066891394792	0.9975141279456812	100	-0.04624097375968572	0.005759245129811407	07	sub	046	7
d07ther054	bin.45	8.256636220802209	1.5709164294558045	1.6187345018082426	1.6187345018082426	1.6222796817943315	0.9924778017588354	100	-0.09971330950835006	0.013704789947152294	07	ther	054	7
d07ctrl039	bin.493	11.043000574226989	1.5487047501395752	1.5211149431691988	1.5211149431691988	1.524550394263273	0.9883033395766542	98.76	-1.2899317656986514e-4	1.802796292716957e-4	07	ctrl	039	7
d35sub103	bin.493	9.953275726748195	2.2899055865235955	1.446780336456336	1.446780336456336	1.4522672626189985	0.9832626457474346	98.73	-0.08614490818583309	0.014865885683271405	35	sub	103	35
d07sub048	bin.493	16.073230657870212	3.227592843853128	1.885984127407166	1.885984127407166	1.883111728207876	0.9973337399101745	98.76	-0.012938818627963972	0.0023417438386894585	07	sub	048	7
d07sub045	bin.493	9.828007315334203	2.009599501149188	1.9020423947310678	1.9020423947310678	1.981665915673195	0.9782211431590665	99.83	1.4648156942262398	0.07462385090732705	07	sub	045	7
d35sub109	bin.493	6.719441637391121	0.7705289601692582	1.63879830196141	1.63879830196141	1.683393805095375	0.9872172284258205	98.79	-1.6129824977517142	0.11251631784275783	35	sub	109	35
d35ctrl094	bin.493	11.088225755626715	2.2536122056609944	1.6336159690395204	1.6336159690395204	1.6300776800817793	0.985166281052625	98.77	-0.006878350619863191	0.002246001677008947	35	ctrl	094	35
d07ctrl037	bin.493	14.705435346805519	3.3141939579375026	1.8461441195405546	1.8461441195405546	1.9383032666986129	0.9480671737136989	99.84	3.796213710067557	0.11238931253775916	07	ctrl	037	7
d35sub101	bin.493	7.115384101017142	0.7585157282391665	1.6782499659856789	1.6782499659856789	1.7154950464369698	0.9911663741008093	98.76	-1.9992127205259413	0.12672652475389612	35	sub	101	35
d35ctrl098	bin.493	10.441781156829164	2.2007012038979066	1.6317347257822934	1.6317347257822934	1.6518012463589018	0.9863097081702558	98.78	-0.749847251455149	0.051977776759557844	35	ctrl	098	35
d35ther116	bin.493	23.074300960137613	4.955736026236938	1.599378578915466	1.599378578915466	1.5989452333682121	0.9933448178268424	98.08	-1.0616749331557378	0.040804480310575375	35	ther	116	35
d35sub105	bin.493	11.495356033270062	1.2243201417451115	1.654184884167056	1.654184884167056	1.6584086237396607	0.9838402131519295	98.74000000000001	-0.2354344934757997	0.022558162398601308	35	sub	105	35
d35ther115	bin.493	31.714989079657073	4.55002077675177	1.6128483252471382	1.6128483252471382	1.6234083469111755	0.9918773098947498	98.76	-1.2461351052342686	0.03637871059135101	35	ther	115	35
d07ctrl035	bin.493	6.045895112885336	2.239995248704049	1.9144756535134686	1.9144756535134686	2.01964528295072	0.9819276709537954	99.83	1.1969320817509415	0.09029696138960487	07	ctrl	035	7
d07ther060	bin.493	11.861105190527175	3.544609296893931	1.7105063013221655	1.7105063013221655	1.7183025792472042	0.9579091426275906	99.84	0.11576500316882513	0.013725838960452983	07	ther	060	7
d07ther056	bin.493	80.77075387561425	7.756510238520254	1.4848605275862778	1.4848605275862778	1.4982437105084279	0.9938167121097005	98.76	-6.760995977836403	0.0647384494449146	07	ther	056	7
d35ctrl099	bin.493	5.278986969978877	1.0842616844553885	1.801256532208698	1.801256532208698	1.8293039681212129	0.9624935358805949	99.84	0.24380330398071814	0.03752672919409095	35	ctrl	099	35
d07sub050	bin.493	6.387039437775776	1.5244595263828935	1.8771707993235152	1.8771707993235152	1.9033873282065192	0.9762333164778554	99.85	0.41636280682468513	0.04544054406186992	07	sub	050	7
d07ther055	bin.493	29.307242782668876	6.689959003119611	1.4949941173755208	1.4949941173755208	1.4901575712446813	0.9944991786472702	99.11	-0.1987513135035703	0.012952337525116042	07	ther	055	7
d35ctrl091	bin.493	5.410731525061624	0.8587603869654774	1.614324478388939	1.614324478388939	1.6187140389167654	0.9845624538594414	98.72	-0.06593913956287248	0.01717800576608519	35	ctrl	091	35
d35ther114	bin.493	20.742823625386684	1.1843266861361472	1.4917974162969754	1.4917974162969754	1.624112118597345	0.9900925684733967	98.72	-39.374078115060385	0.45104884566454145	35	ther	114	35
d35sub104	bin.493	11.681956818464869	2.3125422897648527	1.7343102991274697	1.7343102991274697	1.7300007650496168	0.9832866061072155	99.81	0.0013753142367204888	7.132434788098553e-4	35	sub	104	35
d07ther052	bin.493	5.41192511478271	0.6180873993162354	1.8666477352394866	1.8666477352394866	1.8636555423623848	0.9903845027128484	99.82	0.047822228478582036	0.012257375253859617	07	ther	052	7
d07ctrl040	bin.493	19.524565547550925	2.540737522640678	1.9799200230045553	1.9799200230045553	1.9849102858003498	0.9973672800282714	98.76	0.35759265198064777	0.01898479582946689	07	ctrl	040	7
d07ctrl032	bin.493	12.932903624316799	1.775023915572737	1.844204123631297	1.844204123631297	1.8659626187939145	0.98026008654484	99.85	0.3048554568733085	0.022945089524634477	07	ctrl	032	7
d07sub046	bin.493	56.1757360260985	8.213776969943645	1.790815728029264	1.790815728029264	1.786462163814804	0.9967301923315228	98.77	-0.036127468136524	0.002177248631013762	07	sub	046	7
d35ther119	bin.493	21.87560839223966	3.4304616665350665	2.0186650853904875	2.0186650853904875	2.0237143684302707	0.9945446755675437	98.74000000000001	-0.30916928238988656	0.015165435293463923	35	ther	119	35
d35ctrl095	bin.493	12.291289804085787	2.5965546890283537	1.5420977346568396	1.5420977346568396	1.5347555853975938	0.9859447696442654	99.85	0.043130416714685496	0.007737584912131722	35	ctrl	095	35
d07ther054	bin.493	7.776243719653527	1.479516438895422	1.6081077817443357	1.6081077817443357	1.6012330037624825	0.9818726266005332	99.84	0.00389711998197697	0.002092581383930758	07	ther	054	7
d35ctrl097	bin.493	6.200158643787859	1.2596588134659477	1.6683075337842403	1.6683075337842403	1.6668382442569811	0.9908524855608388	98.71000000000001	-0.00264065370568444	0.001782844646489812	35	ctrl	097	35
d35sub102	bin.84	14.6283532455007	1.0832806455035993	1.5175190524914786	1.5175190524914786	1.6059549871000576	0.9828268404092816	100	-8.57865043799502	0.19602886560127553	35	sub	102	35
d78ctrl182	bin.84	5.691412509681755	0.5434985599071567	1.5765401948381241	1.5765401948381241	1.6342096226298142	0.989047116087401	99.95	-3.469076276707724	0.20025206655032662	78	ctrl	182	78
d78ctrl189	bin.84	11.996333181214393	1.60176448789669	1.4679811132103102	1.4679811132103102	1.4824369806667337	0.9888220936836314	99.95	-1.4790714002085885	0.07823602159272237	78	ctrl	189	78
d78ctrl181	bin.84	45.68097135191165	2.4055333571024455	1.3328242926798293	1.3328242926798293	1.3483090656125287	0.9932426258348173	99.94000000000001	-8.082672527867087	0.12213854968098906	78	ctrl	181	78
d78ctrl188	bin.84	33.98741523130795	1.800399681019324	1.2731768438185538	1.2731768438185538	1.3091213607395689	0.990401269489528	99.94000000000001	-11.28418025684082	0.19758969543714244	78	ctrl	188	78
d07ctrl039	bin.818	8.962323709627167	1.2569041546355022	2.350632402654346	2.350632402654346	2.4947610198535934	0.9613294819735545	93.85	2.982932328683857	0.10780908026955449	07	ctrl	039	7
d78sub197	bin.818	54.32068958354969	7.117710004201976	1.538127557930903	1.538127557930903	1.6698909717527226	0.9914450646627551	100	-51.66146970794678	0.38137025377162964	78	sub	197	78
d35sub102	bin.818	58.603320178627065	4.339780523913942	1.5342077499912086	1.5342077499912086	1.799012156688113	0.9934461476104263	100	-136.98003067194156	0.5954001816292924	35	sub	102	35
d78sub200	bin.818	45.52532921383321	6.415161186327972	1.6248376134600193	1.6248376134600193	1.9629778559703728	0.9937244698708848	100	-129.39244938344393	0.615119026951559	78	sub	200	78
d78ctrl185	bin.818	5.0214305743067795	0.5610402553292442	2.584880340448398	2.584880340448398	2.649308969221351	0.9736655411364799	93.48	0.13943657324068118	0.01932006026422051	78	ctrl	185	78
d78sub196	bin.818	207.9332033440648	15.285139367108334	1.5997997097411079	1.5997997097411079	1.7405519048740625	0.9939749695395733	100	-187.90467192849775	0.35874412487282387	78	sub	196	78
d78ctrl184	bin.818	8.734967286322565	1.4604586190845281	2.3990716862169776	2.3990716862169776	2.7241444014051983	0.97638144833945	100	3.6214489354670003	0.14839698120241354	78	ctrl	184	78
d35sub110	bin.818	30.643945373351333	6.7507455092722894	1.6181736908566857	1.6181736908566857	1.722717488410792	0.997341024499344	100	-21.209895241703116	0.305757607569622	35	sub	110	35
d78ctrl183	bin.818	5.846665801225464	0.4736115176470508	2.7144506616492166	2.7144506616492166	3.07225089367295	0.9773422636505226	98.64	3.638876608861949	0.17534065288782558	78	ctrl	183	78
d78ctrl185	bin.797	21.47974850511577	2.3999144083320854	1.603390983891278	1.603390983891278	1.6011679313757903	0.9954925807296016	100	-1.3459520914067837	0.052663549338888296	78	ctrl	185	78
d07ctrl033	bin.797	14.955224398912042	2.172324163241508	1.4494672344115067	1.4494672344115067	1.4541270458912545	0.9894356888681324	99.22	0.019909555331609045	0.004828509332941321	07	ctrl	033	7
d78ctrl181	bin.797	59.253381331296	3.12024856510804	1.438730944102654	1.438730944102654	1.428807053311194	0.9943157605301943	98.3	-4.007407176420229	0.06039773415364691	78	ctrl	181	78
d78ther204	bin.233	5.456565887387171	0.5666726914041651	1.5823049824407271	1.5823049824407271	1.6113469016888986	0.9913432658881182	100	-1.181034573989592	0.12333676659946889	78	ther	204	78
d78sub197	bin.233	7.600894764711158	0.9959550425894228	1.5804121177952712	1.5804121177952712	1.5893115036343624	0.993422929247854	100	-0.2484838896319424	0.035856434819801816	78	sub	197	78
d78sub195	bin.233	9.678626143641495	1.0931819197902024	1.5557114127570253	1.5557114127570253	1.5595736786198935	0.9955742111234931	100	-0.31629960929274387	0.0374297164722842	78	sub	195	78
d78sub200	bin.233	14.109498413306847	1.9882273921502718	1.5390703061843294	1.5390703061843294	1.6004870845350563	0.9858169703164167	100	-5.102706340468808	0.16865062628468758	78	sub	200	78
d07ther053	bin.233	5.0401820980715195	0.793487664200232	1.78460163383638	1.78460163383638	1.8061363897369709	0.9917040352805605	100	-0.0709974605314146	0.016641195899690597	07	ther	053	7
d78sub196	bin.233	5.838345268853269	0.42917590684185	1.5904286599574151	1.5904286599574151	1.6015057971252225	0.986866678068508	100	-0.03650381512841275	0.011673467907709623	78	sub	196	78
d35ther114	bin.233	5.186740822918165	0.2961407608526214	1.6391655554008007	1.6391655554008007	1.7940340842659392	0.9899305677788219	100	-8.03774427552814	0.37553853761932465	35	ther	114	35
d78ctrl181	bin.233	5.636735724368732	0.2968272216823728	1.6923945788744013	1.6923945788744013	1.7061683502856237	0.9891423545596175	100	-0.6806358961128399	0.07727876205077434	78	ctrl	181	78
d07ctrl039	bin.940	13.733982307036232	1.926096398734344	1.760516205223994	1.760516205223994	1.7842086435908369	0.9981912580663523	100	-0.19423710886239898	0.01893807169442886	07	ctrl	039	7
d07ctrl033	bin.940	6.0807840286153345	0.8832655214304299	1.884633359214884	1.884633359214884	1.9338867207196995	0.9920363536899232	100	-0.522213749024147	0.05602305115284445	07	ctrl	033	7
d35ctrl095	bin.940	10.209538476278503	2.156781381444948	1.882147412893576	1.882147412893576	1.9209390313274888	0.9970929672261212	100	-0.3322356897308521	0.03018637980012095	35	ctrl	095	35
d78ther204	bin.922	6.760062671325831	0.702042820902389	1.9545708929600334	1.9545708929600334	1.96880204618682	0.9869933689769796	97.42	9.77224573717845e-5	1.2506156120906112e-4	78	ther	204	78
d07ctrl031	bin.922	15.235691109754342	1.1965503996127596	1.3886375136192781	1.3886375136192781	1.3894224477589203	0.9883215564937003	98.88	0.002389755654034117	0.0010693442715672406	07	ctrl	031	7
d78sub193	bin.922	5.497457592030437	0.37665215749622694	2.4727373369696224	2.4727373369696224	2.5453903111507383	0.9508092200294294	96.36	2.627562205663659	0.10605266505380197	78	sub	193	78
d78ther202	bin.922	5.793354184342817	1.2345841862427582	1.9691069267691037	1.9691069267691037	1.982892419612947	0.984970316159572	97.36999999999999	-0.001043396264338015	6.609320488188963e-4	78	ther	202	78
d78ctrl189	bin.922	8.710030106684524	1.1629734438557826	1.7471535719447004	1.7471535719447004	1.749839226821967	0.9935799327932958	98.91000000000001	-0.1097951197443365	0.014426731911577948	78	ctrl	189	78
d07ctrl032	bin.922	11.586415254053495	1.5902201678076884	1.4580985436131295	1.4580985436131295	1.4641735300127774	0.9907060922300421	98.93	-0.20750115761054239	0.022621679177055598	07	ctrl	032	7
d07ctrl038	bin.922	8.745604759235249	1.434893626622691	1.5495691558507596	1.5495691558507596	1.5501702700387587	0.9920962575917386	98.93	4.4312933658388517e-7	4.199495440837531e-6	07	ctrl	038	7
d35ctrl093	bin.613	5.528426894979236	0.9143324727256708	1.6519123495191739	1.6519123495191739	1.677304211885778	0.9881835887604365	97.45	-0.09697402720361951	0.015670465690591495	35	ctrl	093	35
d35ctrl094	bin.613	7.7239213236439666	1.569838471379988	1.4807049078950076	1.4807049078950076	1.4974836618245604	0.9896955723306341	98.6	-0.05008208554572719	0.008030810926265676	35	ctrl	094	35
d35ctrl098	bin.613	5.133652952512223	1.0819644717030654	1.4562260766366908	1.4562260766366908	1.472688206981638	0.975349686720508	97.66999999999999	-0.14322146705726255	0.02213604157474735	35	ctrl	098	35
d35ctrl099	bin.613	22.500989632458413	4.621523231549141	1.3133505850877492	1.3133505850877492	1.3177793543490308	0.9855258045319848	97.86999999999999	-0.1227450555056974	0.009162991277996354	35	ctrl	099	35
d78ctrl185	bin.613	6.40589051955896	0.7157248117884607	1.8786867135778633	1.8786867135778633	1.910180873363162	0.9578988031186196	100	0.001211969333556361	5.411878889104437e-4	78	ctrl	185	78
d35ctrl091	bin.613	40.70016477246128	6.459697563567336	1.3258798832857517	1.3258798832857517	1.3377582067180909	0.9890290576721553	97.8	-1.870223584153281	0.03794327826749732	35	ctrl	091	35
d35ctrl100	bin.613	7.1877270226069045	1.2270811702278213	1.4688867579211276	1.4688867579211276	1.4867185826488196	0.9833429460840105	97.79	-0.002196762657612341	0.0010646986998070762	35	ctrl	100	35
d35ctrl096	bin.613	7.69021549352307	1.141300702954079	1.424255586754818	1.424255586754818	1.443151947108909	0.9874996453452988	97.56	-0.30158427640997554	0.028695291254144942	35	ctrl	096	35
d78ther204	bin.806	5.358209043613182	0.5564581831347314	1.8448371922002431	1.8448371922002431	1.9185768542497983	0.993643404675898	99.21000000000001	-0.8493799160074154	0.09546872512244098	78	ther	204	78
d35sub106	bin.806	7.796092806939102	1.7824480267155327	2.07544158359995	2.07544158359995	2.0929543974106113	0.9913394492819536	100	-0.009091041785340287	0.0033640269624762853	35	sub	106	35
d78sub199	bin.806	9.67062360522604	2.1826327665264817	2.4766197124726155	2.4766197124726155	2.54646908906649	0.9163440933879576	96.02	-0.23708471582951088	0.018348787102339562	78	sub	199	78
d35ther120	bin.806	6.679155682024931	1.3444737038766066	1.8651867079741649	1.8651867079741649	1.9018725505183276	0.9891772935255806	99.22	-0.4173236522602217	0.05183916412788338	35	ther	120	35
d78ther201	bin.806	22.839562542297656	2.665332972086993	1.8152964004833978	1.8152964004833978	2.004617907990077	0.9955560968174478	99.22	-20.930233459926708	0.29131271129894126	78	ther	201	78
d35sub101	bin.806	9.774036666248833	1.0419339890135029	1.7726080718800472	1.7726080718800472	1.9990587358474945	0.9943952096682177	99.4	-10.978204855552013	0.33122331980767417	35	sub	101	35
d35sub105	bin.806	9.467173070577083	1.0083072366047643	1.8957128865388928	1.8957128865388928	2.0017421266756577	0.997109463007196	99.21000000000001	-3.2721427390561963	0.1549468025199216	35	sub	105	35
d35ther115	bin.806	8.63112725865784	1.23827280075817	1.7346796123273014	1.7346796123273014	1.8588273413125178	0.9932002675001466	99.22	-4.226782963290687	0.2083226762988472	35	ther	115	35
d07ther051	bin.806	10.448006577460356	1.988149963393949	1.9348553474191812	1.9348553474191812	2.075378615754875	0.9964676737003028	98.93	-2.384936319476505	0.11788702913972024	07	ther	051	7
d35ther117	bin.806	7.5757103785494255	1.5591379803467293	1.9352020950883324	1.9352020950883324	1.9962814929919979	0.996518660021833	99.21000000000001	-0.8243310463836457	0.07230040464633525	35	ther	117	35
d35ther118	bin.806	10.95656546813574	1.6099268001771518	1.8759230151024808	1.8759230151024808	1.9600059282013786	0.9930785593197119	99.22	-1.6114436009100948	0.08932696643163773	35	ther	118	35
d35sub108	bin.806	5.617038951843922	0.4664774478500404	1.8663191273942725	1.8663191273942725	1.9670204191980818	0.9910257419043436	99.24000000000001	-0.8854100287175714	0.09333459408597655	35	sub	108	35
d78ther202	bin.806	9.721829555208785	2.0717561275031477	1.6935609503685563	1.6935609503685563	1.841664238427428	0.9836480129522905	99.22	-6.2015494870914	0.2451298770081892	78	ther	202	78
d07ther052	bin.806	15.036058906303102	1.7172444829247695	1.798066882796738	1.798066882796738	1.9068273201910289	0.9978701189691075	99.21000000000001	-1.6743289130222447	0.07828399758758688	07	ther	052	7
d35ther112	bin.806	6.424291595478292	1.1210852843766266	1.757500350161376	1.757500350161376	1.8895066028494092	0.9917310413971082	99.2	-3.9187055217977433	0.2335037705783062	35	ther	112	35
d35ther119	bin.806	22.06470073246298	3.460114511518416	1.9092500113386095	1.9092500113386095	1.9435593927076333	0.9925616234592766	99.21000000000001	-0.9517936922147047	0.039992876973082174	35	ther	119	35
d78ther209	bin.806	10.44977925435051	1.3143803098903435	2.0522936852365388	2.0522936852365388	2.0608226951934565	0.9932429206863855	99.23	1.1525828121537662e-6	6.983788867875872e-6	78	ther	209	78
d78ther207	bin.806	17.852915523786873	2.6935878845768477	2.3614193722926973	2.3614193722926973	2.3840334991336225	0.961641127881966	100	0.012645182355387972	0.0021025782644641393	78	ther	207	78
d78ther204	bin.1042	269.14017634691163	27.950617887347843	1.1518028239458558	1.1518028239458558	1.2056196991313946	0.9163921526403408	97.93	-59.08471695188578	0.13364218760921598	78	ther	204	78
d78ther205	bin.1042	22.07276071120667	8.49868919425057	1.2759417386271195	1.2759417386271195	1.324085417742824	0.9651551657610737	97.91000000000001	-7.792659142293459	0.15932587884372265	78	ther	205	78
d78sub198	bin.1042	26.406440888717373	3.660960625419165	1.284190623734614	1.284190623734614	1.3092907856158817	0.96470112390358	98.01	-0.826416423352234	0.032689887017964166	78	sub	198	78
d78ther210	bin.1042	37.40520434711369	5.1436813145763916	1.2408551798572853	1.2408551798572853	1.2743635207960442	0.9464835088457896	97.92	-5.522252928480755	0.09758346856878942	78	ther	210	78
d78sub192	bin.1042	56.070269252148826	15.952634230045334	1.2918492055325512	1.2918492055325512	1.3480432593985163	0.9670613227399971	97.99000000000001	-9.94345539480645	0.10134073417428024	78	sub	192	78
d78ther208	bin.1042	25.190378404700546	5.519079210982708	1.2523813270906976	1.2523813270906976	1.2956757905215701	0.9548898630246891	97.94000000000001	-5.1304359842525855	0.12099904661687721	78	ther	208	78
d78sub199	bin.1042	72.96438530483239	16.467858191660856	1.1961286997553722	1.1961286997553722	1.2471227292945855	0.9305264363959894	97.94000000000001	-12.589091602955591	0.10666111821398273	78	sub	199	78
d07ctrl037	bin.1042	6.9135071688786605	1.5581112117318323	3.12324481580502	3.12324481580502	3.3248986335921593	0.9107124865136593	93.5	1.2705976461916686	0.049350011742071105	07	ctrl	037	7
d78ther201	bin.1042	98.42199910877126	11.48565778865108	1.212343993770705	1.212343993770705	1.2678777492628104	0.9497308086060227	97.92	-32.48424620525542	0.1670189019590647	78	ther	201	78
d78sub191	bin.1042	15.794518943204839	2.3800034681920113	1.2791812327855054	1.2791812327855054	1.3044921350595104	0.9618207003308696	97.91000000000001	-2.5459985275577472	0.10044967902840786	78	sub	191	78
d78sub193	bin.1042	47.25626195387355	3.2377099272100764	1.224464750647042	1.224464750647042	1.2643111180028428	0.9566143824132884	97.94000000000001	-5.389802477593572	0.08029521450415991	78	sub	193	78
d78sub200	bin.1042	31.91307763337422	4.497002888398348	1.3360120580924937	1.3360120580924937	1.5067370253647907	0.9748316674267127	97.96000000000001	-50.91685712324851	0.3814060761179456	78	sub	200	78
d78ther203	bin.1042	19.577944998016942	5.084063424454568	1.2935353360947695	1.2935353360947695	1.3555317271938143	0.946731735457997	97.96000000000001	-8.50561441257082	0.1841700190855075	78	ther	203	78
d78ther206	bin.1042	438.59019097102583	40.872431065205944	1.210688150397849	1.210688150397849	1.3144467728649158	0.948099809528348	97.95	-324.2827604179766	0.2711238195910609	78	ther	206	78
d78ther202	bin.1042	17.473142928896177	3.7235883147409843	1.327579559433633	1.327579559433633	1.3663260924847078	0.9632796493305229	97.92	-5.6226382877544685	0.1485586956001557	78	ther	202	78
d78ther209	bin.1042	5.578868384502422	0.7017138427117411	1.5761896076286983	1.5761896076286983	1.624342050272828	0.9776280325484283	97.94000000000001	-1.4044370753098359	0.105638710151596	78	ther	209	78
d78ther207	bin.1042	24.171874688950457	3.6469712032702253	1.2779797263038062	1.2779797263038062	1.336902364390561	0.9544826809022235	97.99000000000001	-4.079635440168435	0.09459345064756164	78	ther	207	78
d35ctrl097	bin.1042	6.0275423371937915	1.224589121794911	2.534374239452721	2.534374239452721	2.6647370848977827	0.9059152159447978	94.16999999999999	2.9837182355069785	0.10546145491477654	35	ctrl	097	35
d78sub198	bin.467	12.366385137861384	1.7144623639084546	1.5966223167593598	1.5966223167593598	1.6062923229532913	0.9239837709406905	99.3	0.1266356047932132	0.015957805164382388	78	sub	198	78
d78ther210	bin.467	25.71065000751102	3.5355344887843785	1.6749670368561809	1.6749670368561809	1.6804477982419297	0.9395258311423612	99.28	0.003833404528129911	9.673169823363191e-4	78	ther	210	78
d78sub195	bin.467	69.05608063733187	7.799749435915577	1.5782551154381055	1.5782551154381055	1.6234418605264822	0.9545850614425482	99.31	2.4102627907574363	0.036270277570061404	78	sub	195	78
d78sub193	bin.467	5.201163773785418	0.3563519179715847	1.6319219081368117	1.6319219081368117	1.6453256081629195	0.9790969937804248	96.63	-0.10268248722894739	0.023478250815466176	78	sub	193	78
d78ther206	bin.467	6.971745524114104	0.6497003220879973	1.6684968639057256	1.6684968639057256	1.7441688148560446	0.9119364820009566	99.27	-0.5820294876238827	0.05681066070615506	78	ther	206	78
d78ctrl185	bin.564	10.25022718133193	1.1452493447628982	1.4180556673866795	1.4180556673866795	1.4394822328886758	0.9868541499497354	100	-0.46334369098088535	0.04162298099996165	78	ctrl	185	78
d78ctrl183	bin.564	5.7504434740285975	0.4658169892842893	1.5288951211741286	1.5288951211741286	1.563510520643043	0.9862047372815865	98.11999999999999	-0.2209601686368104	0.02954373479368299	78	ctrl	183	78
d78ctrl188	bin.564	9.425067794968902	0.4992697719483064	1.3553451814392645	1.3553451814392645	1.3822742764108253	0.9853616503735877	100	-1.3264355660661478	0.09665985428245714	78	ctrl	188	78
d07sub050	bin.189	5.570895072225155	1.329662067389804	1.637167298731732	1.637167298731732	1.6413768029502593	0.9886216014653619	100	-0.354657853466663	0.061324046009486044	07	sub	050	7
d35ther117	bin.189	11.895235448928156	2.44812861723231	1.4986529641536177	1.4986529641536177	1.5055929457116715	0.9912982028887369	100	-1.3035116569491831	0.10072875990944763	35	ther	117	35
d78ctrl189	bin.189	23.89392529155096	3.190344952105488	1.3718265874984448	1.3718265874984448	1.4137723648596334	0.9924918182913065	100	-18.23829200327171	0.38068358011526254	78	ctrl	189	78
d35ther112	bin.189	9.053589803918573	1.5799168124777057	1.5083703067427854	1.5083703067427854	1.534700341274495	0.9917707003787507	100	-6.638510253546197	0.3192785289060093	35	ther	112	35
