#Reads:	7178582
#Bases:	10623825941
#Max:	67547
#Min:	35
#Avg:	1479.9
#Median:	1290
#Mode:	1170
#Std_Dev:	1006.4
#Read Length Histogram:
#Length	reads	pct_reads	cum_reads	cum_pct_reads	bases	pct_bases	cum_bases	cum_pct_bases
11250	10	0.000%	4747	0.066%	112540	0.001%	83692418	0.788%
11260	8	0.000%	4737	0.066%	90117	0.001%	83579878	0.787%
11270	6	0.000%	4729	0.066%	67638	0.001%	83489761	0.786%
11280	16	0.000%	4723	0.066%	180548	0.002%	83422123	0.785%
11290	8	0.000%	4707	0.066%	90362	0.001%	83241575	0.784%
11300	12	0.000%	4699	0.065%	135673	0.001%	83151213	0.783%
11310	14	0.000%	4687	0.065%	158402	0.001%	83015540	0.781%
11320	12	0.000%	4673	0.065%	135910	0.001%	82857138	0.780%
11330	11	0.000%	4661	0.065%	124670	0.001%	82721228	0.779%
11340	11	0.000%	4650	0.065%	124790	0.001%	82596558	0.777%
11350	10	0.000%	4639	0.065%	113540	0.001%	82471768	0.776%
11360	8	0.000%	4629	0.064%	90911	0.001%	82358228	0.775%
11370	12	0.000%	4621	0.064%	136491	0.001%	82267317	0.774%
11380	17	0.000%	4609	0.064%	193515	0.002%	82130826	0.773%
11390	9	0.000%	4592	0.064%	102535	0.001%	81937311	0.771%
11400	12	0.000%	4583	0.064%	136858	0.001%	81834776	0.770%
11410	14	0.000%	4571	0.064%	159790	0.002%	81697918	0.769%
11420	10	0.000%	4557	0.063%	114252	0.001%	81538128	0.768%
11430	11	0.000%	4547	0.063%	125777	0.001%	81423876	0.766%
11440	8	0.000%	4536	0.063%	91580	0.001%	81298099	0.765%
11450	11	0.000%	4528	0.063%	125987	0.001%	81206519	0.764%
11460	11	0.000%	4517	0.063%	126108	0.001%	81080532	0.763%
11470	13	0.000%	4506	0.063%	149174	0.001%	80954424	0.762%
11480	8	0.000%	4493	0.063%	91873	0.001%	80805250	0.761%
11490	9	0.000%	4485	0.062%	103444	0.001%	80713377	0.760%
11500	11	0.000%	4476	0.062%	126565	0.001%	80609933	0.759%
11510	2	0.000%	4465	0.062%	23030	0.000%	80483368	0.758%
11520	12	0.000%	4463	0.062%	138297	0.001%	80460338	0.757%
11530	9	0.000%	4451	0.062%	103808	0.001%	80322041	0.756%
11540	9	0.000%	4442	0.062%	103899	0.001%	80218233	0.755%
11550	13	0.000%	4433	0.062%	150221	0.001%	80114334	0.754%
11560	13	0.000%	4420	0.062%	150345	0.001%	79964113	0.753%
11570	8	0.000%	4407	0.061%	92590	0.001%	79813768	0.751%
11580	8	0.000%	4399	0.061%	92668	0.001%	79721178	0.750%
11590	9	0.000%	4391	0.061%	104350	0.001%	79628510	0.750%
11600	14	0.000%	4382	0.061%	162455	0.002%	79524160	0.749%
11610	13	0.000%	4368	0.061%	150971	0.001%	79361705	0.747%
11620	9	0.000%	4355	0.061%	104631	0.001%	79210734	0.746%
11630	4	0.000%	4346	0.061%	46539	0.000%	79106103	0.745%
11640	8	0.000%	4342	0.060%	93153	0.001%	79059564	0.744%
11650	12	0.000%	4334	0.060%	139837	0.001%	78966411	0.743%
11660	12	0.000%	4322	0.060%	139960	0.001%	78826574	0.742%
11670	11	0.000%	4310	0.060%	128410	0.001%	78686614	0.741%
11680	7	0.000%	4299	0.060%	81787	0.001%	78558204	0.739%
11690	8	0.000%	4292	0.060%	93565	0.001%	78476417	0.739%
11700	7	0.000%	4284	0.060%	81932	0.001%	78382852	0.738%
11710	4	0.000%	4277	0.060%	46863	0.000%	78300920	0.737%
11720	11	0.000%	4273	0.060%	128970	0.001%	78254057	0.737%
11730	7	0.000%	4262	0.059%	82137	0.001%	78125087	0.735%
11740	8	0.000%	4255	0.059%	93969	0.001%	78042950	0.735%
11750	9	0.000%	4247	0.059%	105783	0.001%	77948981	0.734%
11760	16	0.000%	4238	0.059%	188244	0.002%	77843198	0.733%
11770	6	0.000%	4222	0.059%	70635	0.001%	77654954	0.731%
11780	11	0.000%	4216	0.059%	129617	0.001%	77584319	0.730%
11790	10	0.000%	4205	0.059%	117931	0.001%	77454702	0.729%
11800	6	0.000%	4195	0.058%	70841	0.001%	77336771	0.728%
11810	10	0.000%	4189	0.058%	118131	0.001%	77265930	0.727%
11820	14	0.000%	4179	0.058%	165532	0.002%	77147799	0.726%
11830	9	0.000%	4165	0.058%	106507	0.001%	76982267	0.725%
11840	9	0.000%	4156	0.058%	106606	0.001%	76875760	0.724%
11850	6	0.000%	4147	0.058%	71131	0.001%	76769154	0.723%
11860	14	0.000%	4141	0.058%	166109	0.002%	76698023	0.722%
11870	13	0.000%	4127	0.057%	154370	0.001%	76531914	0.720%
11880	11	0.000%	4114	0.057%	130736	0.001%	76377544	0.719%
11890	7	0.000%	4103	0.057%	83264	0.001%	76246808	0.718%
11900	6	0.000%	4096	0.057%	71426	0.001%	76163544	0.717%
11910	9	0.000%	4090	0.057%	107245	0.001%	76092118	0.716%
11920	10	0.000%	4081	0.057%	119250	0.001%	75984873	0.715%
11930	14	0.000%	4071	0.057%	167085	0.002%	75865623	0.714%
11940	9	0.000%	4057	0.057%	107503	0.001%	75698538	0.713%
11950	10	0.000%	4048	0.056%	119531	0.001%	75591035	0.712%
11960	10	0.000%	4038	0.056%	119646	0.001%	75471504	0.710%
11970	13	0.000%	4028	0.056%	155664	0.001%	75351858	0.709%
11980	8	0.000%	4015	0.056%	95870	0.001%	75196194	0.708%
11990	12	0.000%	4007	0.056%	143944	0.001%	75100324	0.707%
12000	7	0.000%	3995	0.056%	84033	0.001%	74956380	0.706%
12010	8	0.000%	3988	0.056%	96114	0.001%	74872347	0.705%
12020	12	0.000%	3980	0.055%	144301	0.001%	74776233	0.704%
12030	5	0.000%	3968	0.055%	60169	0.001%	74631932	0.702%
12040	11	0.000%	3963	0.055%	132488	0.001%	74571763	0.702%
12050	9	0.000%	3952	0.055%	108473	0.001%	74439275	0.701%
12060	8	0.000%	3943	0.055%	96527	0.001%	74330802	0.700%
12070	10	0.000%	3935	0.055%	120737	0.001%	74234275	0.699%
12080	7	0.000%	3925	0.055%	84582	0.001%	74113538	0.698%
12090	5	0.000%	3918	0.055%	60480	0.001%	74028956	0.697%
12100	11	0.000%	3913	0.055%	133168	0.001%	73968476	0.696%
12110	9	0.000%	3902	0.054%	109024	0.001%	73835308	0.695%
12120	6	0.000%	3893	0.054%	72754	0.001%	73726284	0.694%
12130	4	0.000%	3887	0.054%	48543	0.000%	73653530	0.693%
12140	14	0.000%	3883	0.054%	170027	0.002%	73604987	0.693%
12150	9	0.000%	3869	0.054%	109393	0.001%	73434960	0.691%
12160	4	0.000%	3860	0.054%	48668	0.000%	73325567	0.690%
12170	9	0.000%	3856	0.054%	109560	0.001%	73276899	0.690%
12180	10	0.000%	3847	0.054%	121854	0.001%	73167339	0.689%
12190	13	0.000%	3837	0.053%	158520	0.001%	73045485	0.688%
12200	11	0.000%	3824	0.053%	134247	0.001%	72886965	0.686%
12210	11	0.000%	3813	0.053%	134367	0.001%	72752718	0.685%
12220	7	0.000%	3802	0.053%	85568	0.001%	72618351	0.684%
12230	6	0.000%	3795	0.053%	73409	0.001%	72532783	0.683%
12240	8	0.000%	3789	0.053%	97949	0.001%	72459374	0.682%
12250	12	0.000%	3781	0.053%	147062	0.001%	72361425	0.681%
12260	8	0.000%	3769	0.053%	98121	0.001%	72214363	0.680%
12270	7	0.000%	3761	0.052%	85928	0.001%	72116242	0.679%
12280	12	0.000%	3754	0.052%	147424	0.001%	72030314	0.678%
12290	7	0.000%	3742	0.052%	86060	0.001%	71882890	0.677%
12300	7	0.000%	3735	0.052%	86129	0.001%	71796830	0.676%
12310	8	0.000%	3728	0.052%	98514	0.001%	71710701	0.675%
12320	8	0.000%	3720	0.052%	98605	0.001%	71612187	0.674%
12330	11	0.000%	3712	0.052%	135673	0.001%	71513582	0.673%
12340	8	0.000%	3701	0.052%	98764	0.001%	71377909	0.672%
12350	6	0.000%	3693	0.051%	74127	0.001%	71279145	0.671%
12360	5	0.000%	3687	0.051%	61823	0.001%	71205018	0.670%
12370	8	0.000%	3682	0.051%	99002	0.001%	71143195	0.670%
12380	3	0.000%	3674	0.051%	37151	0.000%	71044193	0.669%
12390	8	0.000%	3671	0.051%	99156	0.001%	71007042	0.668%
12400	7	0.000%	3663	0.051%	86852	0.001%	70907886	0.667%
12410	9	0.000%	3656	0.051%	111729	0.001%	70821034	0.667%
12420	10	0.000%	3647	0.051%	124242	0.001%	70709305	0.666%
12430	11	0.000%	3637	0.051%	136772	0.001%	70585063	0.664%
12440	13	0.000%	3626	0.051%	161777	0.002%	70448291	0.663%
12450	10	0.000%	3613	0.050%	124545	0.001%	70286514	0.662%
12460	8	0.000%	3603	0.050%	99712	0.001%	70161969	0.660%
12470	5	0.000%	3595	0.050%	62374	0.001%	70062257	0.659%
12480	9	0.000%	3590	0.050%	112369	0.001%	69999883	0.659%
12490	4	0.000%	3581	0.050%	49984	0.000%	69887514	0.658%
12500	6	0.000%	3577	0.050%	75029	0.001%	69837530	0.657%
12510	10	0.000%	3571	0.050%	125155	0.001%	69762501	0.657%
12520	7	0.000%	3561	0.050%	87671	0.001%	69637346	0.655%
12530	11	0.000%	3554	0.050%	137862	0.001%	69549675	0.655%
12540	8	0.000%	3543	0.049%	100339	0.001%	69411813	0.653%
12550	6	0.000%	3535	0.049%	75316	0.001%	69311474	0.652%
12560	8	0.000%	3529	0.049%	100505	0.001%	69236158	0.652%
12570	10	0.000%	3521	0.049%	125756	0.001%	69135653	0.651%
12580	6	0.000%	3511	0.049%	75503	0.001%	69009897	0.650%
12590	6	0.000%	3505	0.049%	75566	0.001%	68934394	0.649%
12600	7	0.000%	3499	0.049%	88231	0.001%	68858828	0.648%
12610	10	0.000%	3492	0.049%	126148	0.001%	68770597	0.647%
12620	7	0.000%	3482	0.049%	88382	0.001%	68644449	0.646%
12630	6	0.000%	3475	0.048%	75815	0.001%	68556067	0.645%
12640	9	0.000%	3469	0.048%	113804	0.001%	68480252	0.645%
12650	9	0.000%	3460	0.048%	113881	0.001%	68366448	0.644%
12660	5	0.000%	3451	0.048%	63316	0.001%	68252567	0.642%
12670	4	0.000%	3446	0.048%	50698	0.000%	68189251	0.642%
12680	3	0.000%	3442	0.048%	38051	0.000%	68138553	0.641%
12690	9	0.000%	3439	0.048%	114248	0.001%	68100502	0.641%
12700	3	0.000%	3430	0.048%	38110	0.000%	67986254	0.640%
12710	8	0.000%	3427	0.048%	101715	0.001%	67948144	0.640%
12720	15	0.000%	3419	0.048%	190855	0.002%	67846429	0.639%
12730	5	0.000%	3404	0.047%	63674	0.001%	67655574	0.637%
12740	4	0.000%	3399	0.047%	50968	0.000%	67591900	0.636%
12750	6	0.000%	3395	0.047%	76526	0.001%	67540932	0.636%
12760	7	0.000%	3389	0.047%	89347	0.001%	67464406	0.635%
12770	4	0.000%	3382	0.047%	51093	0.000%	67375059	0.634%
12780	5	0.000%	3378	0.047%	63927	0.001%	67323966	0.634%
12790	9	0.000%	3373	0.047%	115161	0.001%	67260039	0.633%
12800	8	0.000%	3364	0.047%	102435	0.001%	67144878	0.632%
12810	9	0.000%	3356	0.047%	115334	0.001%	67042443	0.631%
12820	4	0.000%	3347	0.047%	51284	0.000%	66927109	0.630%
12830	6	0.000%	3343	0.047%	77005	0.001%	66875825	0.629%
12840	6	0.000%	3337	0.046%	77072	0.001%	66798820	0.629%
12850	7	0.000%	3331	0.046%	89983	0.001%	66721748	0.628%
12860	14	0.000%	3324	0.046%	180102	0.002%	66631765	0.627%
12870	6	0.000%	3310	0.046%	77249	0.001%	66451663	0.625%
12880	2	0.000%	3304	0.046%	25769	0.000%	66374414	0.625%
12890	5	0.000%	3302	0.046%	64473	0.001%	66348645	0.625%
12900	7	0.000%	3297	0.046%	90335	0.001%	66284172	0.624%
12910	5	0.000%	3290	0.046%	64563	0.001%	66193837	0.623%
12920	7	0.000%	3285	0.046%	90484	0.001%	66129274	0.622%
12930	5	0.000%	3278	0.046%	64682	0.001%	66038790	0.622%
12940	5	0.000%	3273	0.046%	64718	0.001%	65974108	0.621%
12950	9	0.000%	3268	0.046%	116590	0.001%	65909390	0.620%
12960	8	0.000%	3259	0.045%	103715	0.001%	65792800	0.619%
12970	5	0.000%	3251	0.045%	64874	0.001%	65689085	0.618%
12980	9	0.000%	3246	0.045%	116853	0.001%	65624211	0.618%
12990	5	0.000%	3237	0.045%	64980	0.001%	65507358	0.617%
13000	6	0.000%	3232	0.045%	78025	0.001%	65442378	0.616%
13010	6	0.000%	3226	0.045%	78088	0.001%	65364353	0.615%
13020	8	0.000%	3220	0.045%	104192	0.001%	65286265	0.615%
13030	4	0.000%	3212	0.045%	52135	0.000%	65182073	0.614%
13040	8	0.000%	3208	0.045%	104354	0.001%	65129938	0.613%
13050	5	0.000%	3200	0.045%	65264	0.001%	65025584	0.612%
13060	4	0.000%	3195	0.045%	52262	0.000%	64960320	0.611%
13070	6	0.000%	3191	0.044%	78454	0.001%	64908058	0.611%
13080	3	0.000%	3185	0.044%	39252	0.000%	64829604	0.610%
13090	6	0.000%	3182	0.044%	78582	0.001%	64790352	0.610%
13100	5	0.000%	3176	0.044%	65521	0.001%	64711770	0.609%
13110	7	0.000%	3171	0.044%	91806	0.001%	64646249	0.609%
13120	8	0.000%	3164	0.044%	105001	0.001%	64554443	0.608%
13130	4	0.000%	3156	0.044%	52533	0.000%	64449442	0.607%
13140	9	0.000%	3152	0.044%	118289	0.001%	64396909	0.606%
13150	6	0.000%	3143	0.044%	78925	0.001%	64278620	0.605%
13160	8	0.000%	3137	0.044%	105311	0.001%	64199695	0.604%
13170	9	0.000%	3129	0.044%	118570	0.001%	64094384	0.603%
13180	5	0.000%	3120	0.043%	65922	0.001%	63975814	0.602%
13190	8	0.000%	3115	0.043%	105566	0.001%	63909892	0.602%
13200	5	0.000%	3107	0.043%	66032	0.001%	63804326	0.601%
13210	3	0.000%	3102	0.043%	39637	0.000%	63738294	0.600%
13220	4	0.000%	3099	0.043%	52891	0.000%	63698657	0.600%
13230	5	0.000%	3095	0.043%	66171	0.001%	63645766	0.599%
13240	3	0.000%	3090	0.043%	39731	0.000%	63579595	0.598%
13250	6	0.000%	3087	0.043%	79524	0.001%	63539864	0.598%
13260	5	0.000%	3081	0.043%	66338	0.001%	63460340	0.597%
13270	4	0.000%	3076	0.043%	53106	0.000%	63394002	0.597%
13280	4	0.000%	3072	0.043%	53129	0.001%	63340896	0.596%
13290	5	0.000%	3068	0.043%	66470	0.001%	63287767	0.596%
13300	3	0.000%	3063	0.043%	39911	0.000%	63221297	0.595%
13310	7	0.000%	3060	0.043%	93206	0.001%	63181386	0.595%
13320	5	0.000%	3053	0.043%	66620	0.001%	63088180	0.594%
13330	7	0.000%	3048	0.042%	93343	0.001%	63021560	0.593%
13340	7	0.000%	3041	0.042%	93428	0.001%	62928217	0.592%
13350	3	0.000%	3034	0.042%	40066	0.000%	62834789	0.591%
13360	1	0.000%	3031	0.042%	13362	0.000%	62794723	0.591%
13370	6	0.000%	3030	0.042%	80244	0.001%	62781361	0.591%
13380	5	0.000%	3024	0.042%	66928	0.001%	62701117	0.590%
13390	8	0.000%	3019	0.042%	107158	0.001%	62634189	0.590%
13400	7	0.000%	3011	0.042%	93840	0.001%	62527031	0.589%
13410	11	0.000%	3004	0.042%	147567	0.001%	62433191	0.588%
13420	2	0.000%	2993	0.042%	26849	0.000%	62285624	0.586%
13430	3	0.000%	2991	0.042%	40304	0.000%	62258775	0.586%
13440	8	0.000%	2988	0.042%	107552	0.001%	62218471	0.586%
13450	9	0.000%	2980	0.042%	121094	0.001%	62110919	0.585%
13460	3	0.000%	2971	0.041%	40395	0.000%	61989825	0.583%
13470	10	0.000%	2968	0.041%	134747	0.001%	61949430	0.583%
13480	4	0.000%	2958	0.041%	53934	0.001%	61814683	0.582%
13490	12	0.000%	2954	0.041%	161916	0.002%	61760749	0.581%
13500	9	0.000%	2942	0.041%	121550	0.001%	61598833	0.580%
13510	6	0.000%	2933	0.041%	81091	0.001%	61477283	0.579%
13520	3	0.000%	2927	0.041%	40570	0.000%	61396192	0.578%
13530	7	0.000%	2924	0.041%	94731	0.001%	61355622	0.578%
13540	3	0.000%	2917	0.041%	40625	0.000%	61260891	0.577%
13550	4	0.000%	2914	0.041%	54218	0.001%	61220266	0.576%
13560	10	0.000%	2910	0.041%	135667	0.001%	61166048	0.576%
13570	6	0.000%	2900	0.040%	81455	0.001%	61030381	0.574%
13580	8	0.000%	2894	0.040%	108683	0.001%	60948926	0.574%
13590	4	0.000%	2886	0.040%	54380	0.001%	60840243	0.573%
13600	1	0.000%	2882	0.040%	13607	0.000%	60785863	0.572%
13610	6	0.000%	2881	0.040%	81685	0.001%	60772256	0.572%
13620	5	0.000%	2875	0.040%	68107	0.001%	60690571	0.571%
13630	6	0.000%	2870	0.040%	81813	0.001%	60622464	0.571%
13640	11	0.000%	2864	0.040%	150094	0.001%	60540651	0.570%
13650	7	0.000%	2853	0.040%	95585	0.001%	60390557	0.568%
13660	3	0.000%	2846	0.040%	41000	0.000%	60294972	0.568%
13670	7	0.000%	2843	0.040%	95729	0.001%	60253972	0.567%
13680	2	0.000%	2836	0.040%	27376	0.000%	60158243	0.566%
13690	3	0.000%	2834	0.039%	41095	0.000%	60130867	0.566%
13700	6	0.000%	2831	0.039%	82232	0.001%	60089772	0.566%
13710	7	0.000%	2825	0.039%	95984	0.001%	60007540	0.565%
13720	7	0.000%	2818	0.039%	96068	0.001%	59911556	0.564%
13730	4	0.000%	2811	0.039%	54943	0.001%	59815488	0.563%
13740	4	0.000%	2807	0.039%	54976	0.001%	59760545	0.563%
13750	5	0.000%	2803	0.039%	68765	0.001%	59705569	0.562%
13760	5	0.000%	2798	0.039%	68829	0.001%	59636804	0.561%
13770	5	0.000%	2793	0.039%	68872	0.001%	59567975	0.561%
13780	2	0.000%	2788	0.039%	27562	0.000%	59499103	0.560%
13790	9	0.000%	2786	0.039%	124149	0.001%	59471541	0.560%
13800	5	0.000%	2777	0.039%	69028	0.001%	59347392	0.559%
13810	5	0.000%	2772	0.039%	69085	0.001%	59278364	0.558%
13820	5	0.000%	2767	0.039%	69113	0.001%	59209279	0.557%
13830	6	0.000%	2762	0.038%	83004	0.001%	59140166	0.557%
13840	4	0.000%	2756	0.038%	55380	0.001%	59057162	0.556%
13850	6	0.000%	2752	0.038%	83139	0.001%	59001782	0.555%
13860	6	0.000%	2746	0.038%	83185	0.001%	58918643	0.555%
13870	5	0.000%	2740	0.038%	69378	0.001%	58835458	0.554%
13880	3	0.000%	2735	0.038%	41660	0.000%	58766080	0.553%
13890	5	0.000%	2732	0.038%	69465	0.001%	58724420	0.553%
13900	3	0.000%	2727	0.038%	41721	0.000%	58654955	0.552%
13910	8	0.000%	2724	0.038%	111303	0.001%	58613234	0.552%
13920	2	0.000%	2716	0.038%	27848	0.000%	58501931	0.551%
13930	6	0.000%	2714	0.038%	83604	0.001%	58474083	0.550%
13940	5	0.000%	2708	0.038%	69727	0.001%	58390479	0.550%
13950	5	0.000%	2703	0.038%	69780	0.001%	58320752	0.549%
13960	3	0.000%	2698	0.038%	41895	0.000%	58250972	0.548%
13970	6	0.000%	2695	0.038%	83844	0.001%	58209077	0.548%
13980	4	0.000%	2689	0.037%	55931	0.001%	58125233	0.547%
13990	3	0.000%	2685	0.037%	41975	0.000%	58069302	0.547%
14000	5	0.000%	2682	0.037%	70023	0.001%	58027327	0.546%
14010	4	0.000%	2677	0.037%	56049	0.001%	57957304	0.546%
14020	6	0.000%	2673	0.037%	84150	0.001%	57901255	0.545%
14030	7	0.000%	2667	0.037%	98252	0.001%	57817105	0.544%
14040	4	0.000%	2660	0.037%	56187	0.001%	57718853	0.543%
14050	6	0.000%	2656	0.037%	84323	0.001%	57662666	0.543%
14060	7	0.000%	2650	0.037%	98443	0.001%	57578343	0.542%
14070	1	0.000%	2643	0.037%	14075	0.000%	57479900	0.541%
14080	1	0.000%	2642	0.037%	14089	0.000%	57465825	0.541%
14090	3	0.000%	2641	0.037%	42281	0.000%	57451736	0.541%
14100	4	0.000%	2638	0.037%	56421	0.001%	57409455	0.540%
14110	1	0.000%	2634	0.037%	14119	0.000%	57353034	0.540%
14120	5	0.000%	2633	0.037%	70620	0.001%	57338915	0.540%
14130	3	0.000%	2628	0.037%	42408	0.000%	57268295	0.539%
14140	1	0.000%	2625	0.037%	14148	0.000%	57225887	0.539%
14150	6	0.000%	2624	0.037%	84927	0.001%	57211739	0.539%
14160	7	0.000%	2618	0.036%	99142	0.001%	57126812	0.538%
14170	6	0.000%	2611	0.036%	85044	0.001%	57027670	0.537%
14180	1	0.000%	2605	0.036%	14185	0.000%	56942626	0.536%
14190	2	0.000%	2604	0.036%	28389	0.000%	56928441	0.536%
14200	2	0.000%	2602	0.036%	28409	0.000%	56900052	0.536%
14210	3	0.000%	2600	0.036%	42632	0.000%	56871643	0.535%
14220	5	0.000%	2597	0.036%	71123	0.001%	56829011	0.535%
14230	2	0.000%	2592	0.036%	28470	0.000%	56757888	0.534%
14240	3	0.000%	2590	0.036%	42728	0.000%	56729418	0.534%
14250	6	0.000%	2587	0.036%	85524	0.001%	56686690	0.534%
14260	3	0.000%	2581	0.036%	42796	0.000%	56601166	0.533%
14270	3	0.000%	2578	0.036%	42822	0.000%	56558370	0.532%
14280	7	0.000%	2575	0.036%	99986	0.001%	56515548	0.532%
14290	1	0.000%	2568	0.036%	14294	0.000%	56415562	0.531%
14300	4	0.000%	2567	0.036%	57219	0.001%	56401268	0.531%
14310	6	0.000%	2563	0.036%	85890	0.001%	56344049	0.530%
14320	3	0.000%	2557	0.036%	42968	0.000%	56258159	0.530%
14330	6	0.000%	2554	0.036%	86012	0.001%	56215191	0.529%
14340	2	0.000%	2548	0.035%	28684	0.000%	56129179	0.528%
14350	4	0.000%	2546	0.035%	57412	0.001%	56100495	0.528%
14360	5	0.000%	2542	0.035%	71822	0.001%	56043083	0.528%
14370	3	0.000%	2537	0.035%	43124	0.000%	55971261	0.527%
14380	4	0.000%	2534	0.035%	57532	0.001%	55928137	0.526%
14390	5	0.000%	2530	0.035%	71968	0.001%	55870605	0.526%
14400	6	0.000%	2525	0.035%	86428	0.001%	55798637	0.525%
14410	2	0.000%	2519	0.035%	28835	0.000%	55712209	0.524%
14420	2	0.000%	2517	0.035%	28854	0.000%	55683374	0.524%
14430	5	0.000%	2515	0.035%	72174	0.001%	55654520	0.524%
14440	4	0.000%	2510	0.035%	57778	0.001%	55582346	0.523%
14450	2	0.000%	2506	0.035%	28907	0.000%	55524568	0.523%
14460	6	0.000%	2504	0.035%	86796	0.001%	55495661	0.522%
14470	2	0.000%	2498	0.035%	28944	0.000%	55408865	0.522%
14480	10	0.000%	2496	0.035%	144863	0.001%	55379921	0.521%
14490	6	0.000%	2486	0.035%	86962	0.001%	55235058	0.520%
14500	5	0.000%	2480	0.035%	72522	0.001%	55148096	0.519%
14510	5	0.000%	2475	0.034%	72561	0.001%	55075574	0.518%
14520	4	0.000%	2470	0.034%	58094	0.001%	55003013	0.518%
14530	1	0.000%	2466	0.034%	14533	0.000%	54944919	0.517%
14540	3	0.000%	2465	0.034%	43628	0.000%	54930386	0.517%
14550	4	0.000%	2462	0.034%	58209	0.001%	54886758	0.517%
14560	3	0.000%	2458	0.034%	43689	0.000%	54828549	0.516%
14570	6	0.000%	2455	0.034%	87446	0.001%	54784860	0.516%
14580	4	0.000%	2449	0.034%	58338	0.001%	54697414	0.515%
14590	3	0.000%	2445	0.034%	43782	0.000%	54639076	0.514%
14600	5	0.000%	2442	0.034%	73027	0.001%	54595294	0.514%
14610	4	0.000%	2437	0.034%	58461	0.001%	54522267	0.513%
14620	4	0.000%	2433	0.034%	58507	0.001%	54463806	0.513%
14630	5	0.000%	2429	0.034%	73173	0.001%	54405299	0.512%
14640	3	0.000%	2424	0.034%	43928	0.000%	54332126	0.511%
14650	6	0.000%	2421	0.034%	87929	0.001%	54288198	0.511%
14660	2	0.000%	2415	0.034%	29334	0.000%	54200269	0.510%
14670	3	0.000%	2413	0.034%	44024	0.000%	54170935	0.510%
14680	6	0.000%	2410	0.034%	88099	0.001%	54126911	0.509%
14690	8	0.000%	2404	0.033%	117544	0.001%	54038812	0.509%
14710	5	0.000%	2396	0.033%	73570	0.001%	53921268	0.508%
14720	1	0.000%	2391	0.033%	14722	0.000%	53847698	0.507%
14730	4	0.000%	2390	0.033%	58935	0.001%	53832976	0.507%
14740	4	0.000%	2386	0.033%	58974	0.001%	53774041	0.506%
14750	6	0.000%	2382	0.033%	88533	0.001%	53715067	0.506%
14760	1	0.000%	2376	0.033%	14760	0.000%	53626534	0.505%
14770	1	0.000%	2375	0.033%	14770	0.000%	53611774	0.505%
14780	5	0.000%	2374	0.033%	73927	0.001%	53597004	0.504%
14790	5	0.000%	2369	0.033%	73978	0.001%	53523077	0.504%
14800	4	0.000%	2364	0.033%	59221	0.001%	53449099	0.503%
14810	3	0.000%	2360	0.033%	44440	0.000%	53389878	0.503%
14820	4	0.000%	2357	0.033%	59281	0.001%	53345438	0.502%
14830	6	0.000%	2353	0.033%	89012	0.001%	53286157	0.502%
14840	4	0.000%	2347	0.033%	59374	0.001%	53197145	0.501%
14850	4	0.000%	2343	0.033%	59420	0.001%	53137771	0.500%
14860	7	0.000%	2339	0.033%	104064	0.001%	53078351	0.500%
14870	1	0.000%	2332	0.032%	14878	0.000%	52974287	0.499%
14880	3	0.000%	2331	0.032%	44651	0.000%	52959409	0.498%
14890	3	0.000%	2328	0.032%	44679	0.000%	52914758	0.498%
14900	3	0.000%	2325	0.032%	44715	0.000%	52870079	0.498%
14910	3	0.000%	2322	0.032%	44735	0.000%	52825364	0.497%
14920	10	0.000%	2319	0.032%	149238	0.001%	52780629	0.497%
14940	2	0.000%	2309	0.032%	29888	0.000%	52631391	0.495%
14950	8	0.000%	2307	0.032%	119634	0.001%	52601503	0.495%
14960	2	0.000%	2299	0.032%	29928	0.000%	52481869	0.494%
14970	2	0.000%	2297	0.032%	29951	0.000%	52451941	0.494%
14980	4	0.000%	2295	0.032%	59939	0.001%	52421990	0.493%
14990	7	0.000%	2291	0.032%	104956	0.001%	52362051	0.493%
15000	2	0.000%	2284	0.032%	30007	0.000%	52257095	0.492%
15010	2	0.000%	2282	0.032%	30029	0.000%	52227088	0.492%
15020	1	0.000%	2280	0.032%	15024	0.000%	52197059	0.491%
15030	6	0.000%	2279	0.032%	90214	0.001%	52182035	0.491%
15050	5	0.000%	2273	0.032%	75267	0.001%	52091821	0.490%
15060	1	0.000%	2268	0.032%	15064	0.000%	52016554	0.490%
15070	5	0.000%	2267	0.032%	75373	0.001%	52001490	0.489%
15080	2	0.000%	2262	0.032%	30161	0.000%	51926117	0.489%
15090	6	0.000%	2260	0.031%	90553	0.001%	51895956	0.488%
15100	4	0.000%	2254	0.031%	60420	0.001%	51805403	0.488%
15110	4	0.000%	2250	0.031%	60461	0.001%	51744983	0.487%
15120	3	0.000%	2246	0.031%	45369	0.000%	51684522	0.486%
15130	4	0.000%	2243	0.031%	60540	0.001%	51639153	0.486%
15140	2	0.000%	2239	0.031%	30290	0.000%	51578613	0.485%
15150	6	0.000%	2237	0.031%	90929	0.001%	51548323	0.485%
15160	8	0.000%	2231	0.031%	121309	0.001%	51457394	0.484%
15170	4	0.000%	2223	0.031%	60701	0.001%	51336085	0.483%
15180	2	0.000%	2219	0.031%	30367	0.000%	51275384	0.483%
15190	3	0.000%	2217	0.031%	45580	0.000%	51245017	0.482%
15200	6	0.000%	2214	0.031%	91225	0.001%	51199437	0.482%
15220	8	0.000%	2208	0.031%	121789	0.001%	51108212	0.481%
15230	4	0.000%	2200	0.031%	60932	0.001%	50986423	0.480%
