#Reads:	7178582
#Bases:	10623825941
#Max:	67547
#Min:	35
#Avg:	1479.9
#Median:	1290
#Mode:	1170
#Std_Dev:	1006.4
#Read Length Histogram:
#Length	reads	pct_reads	cum_reads	cum_pct_reads	bases	pct_bases	cum_bases	cum_pct_bases
3460	2389	0.033%	245754	3.423%	8276613	0.078%	1201402112	11.309%
3470	2316	0.032%	243365	3.390%	8046965	0.076%	1193125499	11.231%
3480	2303	0.032%	241049	3.358%	8024667	0.076%	1185078534	11.155%
3490	2301	0.032%	238746	3.326%	8040775	0.076%	1177053867	11.079%
3500	2274	0.032%	236445	3.294%	7969309	0.075%	1169013092	11.004%
3510	2223	0.031%	234171	3.262%	7812725	0.074%	1161043783	10.929%
3520	2200	0.031%	231948	3.231%	7753839	0.073%	1153231058	10.855%
3530	2189	0.030%	229748	3.200%	7737004	0.073%	1145477219	10.782%
3540	2152	0.030%	227559	3.170%	7627827	0.072%	1137740215	10.709%
3550	2195	0.031%	225407	3.140%	7802253	0.073%	1130112388	10.638%
3560	2040	0.028%	223212	3.109%	7271295	0.068%	1122310135	10.564%
3570	2116	0.029%	221172	3.081%	7563586	0.071%	1115038840	10.496%
3580	2013	0.028%	219056	3.052%	7215685	0.068%	1107475254	10.424%
3590	2021	0.028%	217043	3.023%	7264489	0.068%	1100259569	10.357%
3600	1968	0.027%	215022	2.995%	7093485	0.067%	1092995080	10.288%
3610	1958	0.027%	213054	2.968%	7077317	0.067%	1085901595	10.221%
3620	1963	0.027%	211096	2.941%	7114912	0.067%	1078824278	10.155%
3630	1950	0.027%	209133	2.913%	7087072	0.067%	1071709366	10.088%
3640	1874	0.026%	207183	2.886%	6829869	0.064%	1064622294	10.021%
3650	1935	0.027%	205309	2.860%	7071261	0.067%	1057792425	9.957%
3660	1898	0.026%	203374	2.833%	6955512	0.065%	1050721164	9.890%
3670	1846	0.026%	201476	2.807%	6783145	0.064%	1043765652	9.825%
3680	1823	0.025%	199630	2.781%	6716748	0.063%	1036982507	9.761%
3690	1868	0.026%	197807	2.756%	6901177	0.065%	1030265759	9.698%
3700	1862	0.026%	195939	2.729%	6897705	0.065%	1023364582	9.633%
3710	1815	0.025%	194077	2.704%	6741502	0.063%	1016466877	9.568%
3720	1715	0.024%	192262	2.678%	6387509	0.060%	1009725375	9.504%
3730	1844	0.026%	190547	2.654%	6886170	0.065%	1003337866	9.444%
3740	1725	0.024%	188703	2.629%	6459323	0.061%	996451696	9.379%
3750	1667	0.023%	186978	2.605%	6258755	0.059%	989992373	9.319%
3760	1696	0.024%	185311	2.581%	6384202	0.060%	983733618	9.260%
3770	1726	0.024%	183615	2.558%	6514689	0.061%	977349416	9.200%
3780	1618	0.023%	181889	2.534%	6123165	0.058%	970834727	9.138%
3790	1589	0.022%	180271	2.511%	6029666	0.057%	964711562	9.081%
3800	1669	0.023%	178682	2.489%	6349989	0.060%	958681896	9.024%
3810	1611	0.022%	177013	2.466%	6145156	0.058%	952331907	8.964%
3820	1667	0.023%	175402	2.443%	6375434	0.060%	946186751	8.906%
3830	1557	0.022%	173735	2.420%	5970272	0.056%	939811317	8.846%
3840	1542	0.021%	172178	2.398%	5928378	0.056%	933841045	8.790%
3850	1517	0.021%	170636	2.377%	5847172	0.055%	927912667	8.734%
3860	1590	0.022%	169119	2.356%	6144507	0.058%	922065495	8.679%
3870	1505	0.021%	167529	2.334%	5831174	0.055%	915920988	8.621%
3880	1490	0.021%	166024	2.313%	5787552	0.054%	910089814	8.566%
3890	1515	0.021%	164534	2.292%	5900024	0.056%	904302262	8.512%
3900	1414	0.020%	163019	2.271%	5520997	0.052%	898402238	8.456%
3910	1417	0.020%	161605	2.251%	5546783	0.052%	892881241	8.405%
3920	1364	0.019%	160188	2.231%	5353050	0.050%	887334458	8.352%
3930	1394	0.019%	158824	2.212%	5484736	0.052%	881981408	8.302%
3940	1412	0.020%	157430	2.193%	5569540	0.052%	876496672	8.250%
3950	1394	0.019%	156018	2.173%	5512521	0.052%	870927132	8.198%
3960	1430	0.020%	154624	2.154%	5669314	0.053%	865414611	8.146%
3970	1359	0.019%	153194	2.134%	5401144	0.051%	859745297	8.093%
3980	1386	0.019%	151835	2.115%	5522345	0.052%	854344153	8.042%
3990	1328	0.018%	150449	2.096%	5304852	0.050%	848821808	7.990%
4000	1256	0.017%	149121	2.077%	5029578	0.047%	843516956	7.940%
4010	1308	0.018%	147865	2.060%	5250972	0.049%	838487378	7.893%
4020	1355	0.019%	146557	2.042%	5453192	0.051%	833236406	7.843%
4030	1310	0.018%	145202	2.023%	5285217	0.050%	827783214	7.792%
4040	1271	0.018%	143892	2.004%	5140560	0.048%	822497997	7.742%
4050	1235	0.017%	142621	1.987%	5007339	0.047%	817357437	7.694%
4060	1314	0.018%	141386	1.970%	5340672	0.050%	812350098	7.646%
4070	1220	0.017%	140072	1.951%	4970823	0.047%	807009426	7.596%
4080	1234	0.017%	138852	1.934%	5040386	0.047%	802038603	7.549%
4090	1182	0.016%	137618	1.917%	4839577	0.046%	796998217	7.502%
4100	1199	0.017%	136436	1.901%	4921295	0.046%	792158640	7.456%
4110	1175	0.016%	135237	1.884%	4834616	0.046%	787237345	7.410%
4120	1206	0.017%	134062	1.868%	4974166	0.047%	782402729	7.365%
4130	1217	0.017%	132856	1.851%	5031697	0.047%	777428563	7.318%
4140	1120	0.016%	131639	1.834%	4641717	0.044%	772396866	7.270%
4150	1142	0.016%	130519	1.818%	4744281	0.045%	767755149	7.227%
4160	1111	0.015%	129377	1.802%	4626609	0.044%	763010868	7.182%
4170	1098	0.015%	128266	1.787%	4583553	0.043%	758384259	7.139%
4180	1106	0.015%	127168	1.771%	4628074	0.044%	753800706	7.095%
4190	1077	0.015%	126062	1.756%	4517391	0.043%	749172632	7.052%
4200	1106	0.015%	124985	1.741%	4650080	0.044%	744655241	7.009%
4210	1038	0.014%	123879	1.726%	4374566	0.041%	740005161	6.966%
4220	1002	0.014%	122841	1.711%	4232889	0.040%	735630595	6.924%
4230	1013	0.014%	121839	1.697%	4289582	0.040%	731397706	6.885%
4240	1026	0.014%	120826	1.683%	4354812	0.041%	727108124	6.844%
4250	965	0.013%	119800	1.669%	4105594	0.039%	722753312	6.803%
4260	921	0.013%	118835	1.655%	3927492	0.037%	718647718	6.764%
4270	923	0.013%	117914	1.643%	3945250	0.037%	714720226	6.728%
4280	952	0.013%	116991	1.630%	4078895	0.038%	710774976	6.690%
4290	967	0.013%	116039	1.616%	4152741	0.039%	706696081	6.652%
4300	946	0.013%	115072	1.603%	4072173	0.038%	702543340	6.613%
4310	975	0.014%	114126	1.590%	4206667	0.040%	698471167	6.575%
4320	907	0.013%	113151	1.576%	3922336	0.037%	694264500	6.535%
4330	936	0.013%	112244	1.564%	4057113	0.038%	690342164	6.498%
4340	913	0.013%	111308	1.551%	3966472	0.037%	686285051	6.460%
4350	923	0.013%	110395	1.538%	4019146	0.038%	682318579	6.423%
4360	938	0.013%	109472	1.525%	4093994	0.039%	678299433	6.385%
4370	839	0.012%	108534	1.512%	3670222	0.035%	674205439	6.346%
4380	888	0.012%	107695	1.500%	3893427	0.037%	670535217	6.312%
4390	845	0.012%	106807	1.488%	3713196	0.035%	666641790	6.275%
4400	830	0.012%	105962	1.476%	3655756	0.034%	662928594	6.240%
4410	858	0.012%	105132	1.465%	3787687	0.036%	659272838	6.206%
4420	833	0.012%	104274	1.453%	3685579	0.035%	655485151	6.170%
4430	810	0.011%	103441	1.441%	3591842	0.034%	651799572	6.135%
4440	796	0.011%	102631	1.430%	3537726	0.033%	648207730	6.101%
4450	816	0.011%	101835	1.419%	3634811	0.034%	644670004	6.068%
4460	832	0.012%	101019	1.407%	3714579	0.035%	641035193	6.034%
4470	794	0.011%	100187	1.396%	3552772	0.033%	637320614	5.999%
4480	781	0.011%	99393	1.385%	3502448	0.033%	633767842	5.966%
4490	758	0.011%	98612	1.374%	3406767	0.032%	630265394	5.933%
4500	810	0.011%	97854	1.363%	3648582	0.034%	626858627	5.900%
4510	801	0.011%	97044	1.352%	3616150	0.034%	623210045	5.866%
4520	761	0.011%	96243	1.341%	3442995	0.032%	619593895	5.832%
4530	732	0.010%	95482	1.330%	3319363	0.031%	616150900	5.800%
4540	727	0.010%	94750	1.320%	3303957	0.031%	612831537	5.768%
4550	752	0.010%	94023	1.310%	3424952	0.032%	609527580	5.737%
4560	767	0.011%	93271	1.299%	3501094	0.033%	606102628	5.705%
4570	737	0.010%	92504	1.289%	3371495	0.032%	602601534	5.672%
4580	695	0.010%	91767	1.278%	3186133	0.030%	599230039	5.640%
4590	712	0.010%	91072	1.269%	3271186	0.031%	596043906	5.610%
4600	679	0.009%	90360	1.259%	3126386	0.029%	592772720	5.580%
4610	691	0.010%	89681	1.249%	3188548	0.030%	589646334	5.550%
4620	693	0.010%	88990	1.240%	3204719	0.030%	586457786	5.520%
4630	721	0.010%	88297	1.230%	3341521	0.031%	583253067	5.490%
4640	724	0.010%	87576	1.220%	3362615	0.032%	579911546	5.459%
4650	696	0.010%	86852	1.210%	3239606	0.030%	576548931	5.427%
4660	667	0.009%	86156	1.200%	3111273	0.029%	573309325	5.396%
4670	663	0.009%	85489	1.191%	3099187	0.029%	570198052	5.367%
4680	674	0.009%	84826	1.182%	3157381	0.030%	567098865	5.338%
4690	681	0.009%	84152	1.172%	3197020	0.030%	563941484	5.308%
4700	635	0.009%	83471	1.163%	2987373	0.028%	560744464	5.278%
4710	698	0.010%	82836	1.154%	3290717	0.031%	557757091	5.250%
4720	653	0.009%	82138	1.144%	3085067	0.029%	554466374	5.219%
4730	657	0.009%	81485	1.135%	3110618	0.029%	551381307	5.190%
4740	662	0.009%	80828	1.126%	3140862	0.030%	548270689	5.161%
4750	641	0.009%	80166	1.117%	3047658	0.029%	545129827	5.131%
4760	619	0.009%	79525	1.108%	2949171	0.028%	542082169	5.103%
4770	568	0.008%	78906	1.099%	2711840	0.026%	539132998	5.075%
4780	646	0.009%	78338	1.091%	3090777	0.029%	536421158	5.049%
4790	563	0.008%	77692	1.082%	2699379	0.025%	533330381	5.020%
4800	614	0.009%	77129	1.074%	2950016	0.028%	530631002	4.995%
4810	616	0.009%	76515	1.066%	2965829	0.028%	527680986	4.967%
4820	575	0.008%	75899	1.057%	2774116	0.026%	524715157	4.939%
4830	545	0.008%	75324	1.049%	2634928	0.025%	521941041	4.913%
4840	583	0.008%	74779	1.042%	2824459	0.027%	519306113	4.888%
4850	528	0.007%	74196	1.034%	2563081	0.024%	516481654	4.862%
4860	549	0.008%	73668	1.026%	2670530	0.025%	513918573	4.837%
4870	536	0.007%	73119	1.019%	2612614	0.025%	511248043	4.812%
4880	565	0.008%	72583	1.011%	2759699	0.026%	508635429	4.788%
4890	548	0.008%	72018	1.003%	2682223	0.025%	505875730	4.762%
4900	553	0.008%	71470	0.996%	2712127	0.026%	503193507	4.736%
4910	516	0.007%	70917	0.988%	2535910	0.024%	500481380	4.711%
4920	537	0.007%	70401	0.981%	2644410	0.025%	497945470	4.687%
4930	496	0.007%	69864	0.973%	2447463	0.023%	495301060	4.662%
4940	509	0.007%	69368	0.966%	2516696	0.024%	492853597	4.639%
4950	487	0.007%	68859	0.959%	2412857	0.023%	490336901	4.615%
4960	508	0.007%	68372	0.952%	2521994	0.024%	487924044	4.593%
4970	511	0.007%	67864	0.945%	2542071	0.024%	485402050	4.569%
4980	494	0.007%	67353	0.938%	2462264	0.023%	482859979	4.545%
4990	514	0.007%	66859	0.931%	2567114	0.024%	480397715	4.522%
5000	470	0.007%	66345	0.924%	2352163	0.022%	477830601	4.498%
5010	477	0.007%	65875	0.918%	2391928	0.023%	475478438	4.476%
5020	473	0.007%	65398	0.911%	2376567	0.022%	473086510	4.453%
5030	483	0.007%	64925	0.904%	2431624	0.023%	470709943	4.431%
5040	443	0.006%	64442	0.898%	2234695	0.021%	468278319	4.408%
5050	457	0.006%	63999	0.892%	2309849	0.022%	466043624	4.387%
5060	454	0.006%	63542	0.885%	2299371	0.022%	463733775	4.365%
5070	456	0.006%	63088	0.879%	2313941	0.022%	461434404	4.343%
5080	423	0.006%	62632	0.872%	2150578	0.020%	459120463	4.322%
5090	434	0.006%	62209	0.867%	2210953	0.021%	456969885	4.301%
5100	422	0.006%	61775	0.861%	2154138	0.020%	454758932	4.281%
5110	431	0.006%	61353	0.855%	2204272	0.021%	452604794	4.260%
5120	434	0.006%	60922	0.849%	2224112	0.021%	450400522	4.240%
5130	408	0.006%	60488	0.843%	2094835	0.020%	448176410	4.219%
5140	401	0.006%	60080	0.837%	2062999	0.019%	446081575	4.199%
5150	438	0.006%	59679	0.831%	2257808	0.021%	444018576	4.179%
5160	420	0.006%	59241	0.825%	2169182	0.020%	441760768	4.158%
5170	432	0.006%	58821	0.819%	2235330	0.021%	439591586	4.138%
5180	400	0.006%	58389	0.813%	2073821	0.020%	437356256	4.117%
5190	391	0.005%	57989	0.808%	2031004	0.019%	435282435	4.097%
5200	427	0.006%	57598	0.802%	2222347	0.021%	433251431	4.078%
5210	407	0.006%	57171	0.796%	2122305	0.020%	431029084	4.057%
5220	416	0.006%	56764	0.791%	2173387	0.020%	428906779	4.037%
5230	370	0.005%	56348	0.785%	1936795	0.018%	426733392	4.017%
5240	401	0.006%	55978	0.780%	2103030	0.020%	424796597	3.999%
5250	385	0.005%	55577	0.774%	2022955	0.019%	422693567	3.979%
5260	363	0.005%	55192	0.769%	1910965	0.018%	420670612	3.960%
5270	372	0.005%	54829	0.764%	1962137	0.018%	418759647	3.942%
5280	381	0.005%	54457	0.759%	2013377	0.019%	416797510	3.923%
5290	384	0.005%	54076	0.753%	2033155	0.019%	414784133	3.904%
5300	371	0.005%	53692	0.748%	1967953	0.019%	412750978	3.885%
5310	438	0.006%	53321	0.743%	2327730	0.022%	410783025	3.867%
5320	374	0.005%	52883	0.737%	1991281	0.019%	408455295	3.845%
5330	392	0.005%	52509	0.731%	2091111	0.020%	406464014	3.826%
5340	343	0.005%	52117	0.726%	1833125	0.017%	404372903	3.806%
5350	343	0.005%	51774	0.721%	1836531	0.017%	402539778	3.789%
5360	342	0.005%	51431	0.716%	1834656	0.017%	400703247	3.772%
5370	316	0.004%	51089	0.712%	1698323	0.016%	398868591	3.754%
5380	333	0.005%	50773	0.707%	1793128	0.017%	397170268	3.738%
5390	349	0.005%	50440	0.703%	1882758	0.018%	395377140	3.722%
5400	337	0.005%	50091	0.698%	1821410	0.017%	393494382	3.704%
5410	336	0.005%	49754	0.693%	1819171	0.017%	391672972	3.687%
5420	330	0.005%	49418	0.688%	1790098	0.017%	389853801	3.670%
5430	279	0.004%	49088	0.684%	1516242	0.014%	388063703	3.653%
5440	341	0.005%	48809	0.680%	1856604	0.017%	386547461	3.638%
5450	305	0.004%	48468	0.675%	1663598	0.016%	384690857	3.621%
5460	307	0.004%	48163	0.671%	1677539	0.016%	383027259	3.605%
5470	317	0.004%	47856	0.667%	1735416	0.016%	381349720	3.590%
5480	333	0.005%	47539	0.662%	1826372	0.017%	379614304	3.573%
5490	288	0.004%	47206	0.658%	1582444	0.015%	377787932	3.556%
5500	317	0.004%	46918	0.654%	1744911	0.016%	376205488	3.541%
5510	275	0.004%	46601	0.649%	1516470	0.014%	374460577	3.525%
5520	318	0.004%	46326	0.645%	1756877	0.017%	372944107	3.510%
5530	310	0.004%	46008	0.641%	1715632	0.016%	371187230	3.494%
5540	285	0.004%	45698	0.637%	1580209	0.015%	369471598	3.478%
5550	309	0.004%	45413	0.633%	1716397	0.016%	367891389	3.463%
5560	274	0.004%	45104	0.628%	1524693	0.014%	366174992	3.447%
5570	303	0.004%	44830	0.624%	1689078	0.016%	364650299	3.432%
5580	310	0.004%	44527	0.620%	1731138	0.016%	362961221	3.416%
5590	268	0.004%	44217	0.616%	1499337	0.014%	361230083	3.400%
5600	273	0.004%	43949	0.612%	1529987	0.014%	359730746	3.386%
5610	271	0.004%	43676	0.608%	1521593	0.014%	358200759	3.372%
5620	270	0.004%	43405	0.605%	1518580	0.014%	356679166	3.357%
5630	293	0.004%	43135	0.601%	1650897	0.016%	355160586	3.343%
5640	269	0.004%	42842	0.597%	1518325	0.014%	353509689	3.328%
5650	290	0.004%	42573	0.593%	1639798	0.015%	351991364	3.313%
5660	277	0.004%	42283	0.589%	1569054	0.015%	350351566	3.298%
5670	283	0.004%	42006	0.585%	1605862	0.015%	348782512	3.283%
5680	267	0.004%	41723	0.581%	1517811	0.014%	347176650	3.268%
5690	264	0.004%	41456	0.577%	1503337	0.014%	345658839	3.254%
5700	240	0.003%	41192	0.574%	1369120	0.013%	344155502	3.239%
5710	266	0.004%	40952	0.570%	1520147	0.014%	342786382	3.227%
5720	220	0.003%	40686	0.567%	1259444	0.012%	341266235	3.212%
5730	276	0.004%	40466	0.564%	1582785	0.015%	340006791	3.200%
5740	236	0.003%	40190	0.560%	1355661	0.013%	338424006	3.186%
5750	248	0.003%	39954	0.557%	1427078	0.013%	337068345	3.173%
5760	242	0.003%	39706	0.553%	1395035	0.013%	335641267	3.159%
5770	248	0.003%	39464	0.550%	1432047	0.013%	334246232	3.146%
5780	235	0.003%	39216	0.546%	1359352	0.013%	332814185	3.133%
5790	243	0.003%	38981	0.543%	1408040	0.013%	331454833	3.120%
5800	214	0.003%	38738	0.540%	1242202	0.012%	330046793	3.107%
5810	236	0.003%	38524	0.537%	1372176	0.013%	328804591	3.095%
5820	219	0.003%	38288	0.533%	1275608	0.012%	327432415	3.082%
5830	220	0.003%	38069	0.530%	1283615	0.012%	326156807	3.070%
5840	243	0.003%	37849	0.527%	1420272	0.013%	324873192	3.058%
5850	225	0.003%	37606	0.524%	1317274	0.012%	323452920	3.045%
5860	260	0.004%	37381	0.521%	1524801	0.014%	322135646	3.032%
5870	215	0.003%	37121	0.517%	1263082	0.012%	320610845	3.018%
5880	230	0.003%	36906	0.514%	1353539	0.013%	319347763	3.006%
5890	222	0.003%	36676	0.511%	1308590	0.012%	317994224	2.993%
5900	219	0.003%	36454	0.508%	1293050	0.012%	316685634	2.981%
5910	211	0.003%	36235	0.505%	1248039	0.012%	315392584	2.969%
5920	237	0.003%	36024	0.502%	1404111	0.013%	314144545	2.957%
5930	207	0.003%	35787	0.499%	1228439	0.012%	312740434	2.944%
5940	207	0.003%	35580	0.496%	1230436	0.012%	311511995	2.932%
5950	202	0.003%	35373	0.493%	1202765	0.011%	310281559	2.921%
5960	193	0.003%	35171	0.490%	1151115	0.011%	309078794	2.909%
5970	215	0.003%	34978	0.487%	1284525	0.012%	307927679	2.898%
5980	211	0.003%	34763	0.484%	1262761	0.012%	306643154	2.886%
5990	207	0.003%	34552	0.481%	1240910	0.012%	305380393	2.874%
6000	196	0.003%	34345	0.478%	1176834	0.011%	304139483	2.863%
6010	182	0.003%	34149	0.476%	1094616	0.010%	302962649	2.852%
6020	197	0.003%	33967	0.473%	1186804	0.011%	301868033	2.841%
6030	200	0.003%	33770	0.470%	1206895	0.011%	300681229	2.830%
6040	192	0.003%	33570	0.468%	1160492	0.011%	299474334	2.819%
6050	182	0.003%	33378	0.465%	1101892	0.010%	298313842	2.808%
6060	189	0.003%	33196	0.462%	1146178	0.011%	297211950	2.798%
6070	193	0.003%	33007	0.460%	1172387	0.011%	296065772	2.787%
6080	213	0.003%	32814	0.457%	1296017	0.012%	294893385	2.776%
6090	194	0.003%	32601	0.454%	1182306	0.011%	293597368	2.764%
6100	180	0.003%	32407	0.451%	1098880	0.010%	292415062	2.752%
6110	194	0.003%	32227	0.449%	1186237	0.011%	291316182	2.742%
6120	188	0.003%	32033	0.446%	1151459	0.011%	290129945	2.731%
6130	196	0.003%	31845	0.444%	1202384	0.011%	288978486	2.720%
6140	184	0.003%	31649	0.441%	1130606	0.011%	287776102	2.709%
6150	179	0.002%	31465	0.438%	1101687	0.010%	286645496	2.698%
6160	186	0.003%	31286	0.436%	1146590	0.011%	285543809	2.688%
6170	195	0.003%	31100	0.433%	1204047	0.011%	284397219	2.677%
6180	185	0.003%	30905	0.431%	1144157	0.011%	283193172	2.666%
6190	191	0.003%	30720	0.428%	1183075	0.011%	282049015	2.655%
6200	191	0.003%	30529	0.425%	1185036	0.011%	280865940	2.644%
6210	185	0.003%	30338	0.423%	1149673	0.011%	279680904	2.633%
6220	159	0.002%	30153	0.420%	989654	0.009%	278531231	2.622%
6230	175	0.002%	29994	0.418%	1091029	0.010%	277541577	2.612%
6240	168	0.002%	29819	0.415%	1049061	0.010%	276450548	2.602%
6250	173	0.002%	29651	0.413%	1082031	0.010%	275401487	2.592%
6260	166	0.002%	29478	0.411%	1039909	0.010%	274319456	2.582%
6270	154	0.002%	29312	0.408%	966293	0.009%	273279547	2.572%
6280	169	0.002%	29158	0.406%	1062093	0.010%	272313254	2.563%
6290	151	0.002%	28989	0.404%	950522	0.009%	271251161	2.553%
6300	157	0.002%	28838	0.402%	989764	0.009%	270300639	2.544%
6310	178	0.002%	28681	0.400%	1123922	0.011%	269310875	2.535%
6320	157	0.002%	28503	0.397%	992968	0.009%	268186953	2.524%
6330	147	0.002%	28346	0.395%	931215	0.009%	267193985	2.515%
6340	161	0.002%	28199	0.393%	1021435	0.010%	266262770	2.506%
6350	160	0.002%	28038	0.391%	1016745	0.010%	265241335	2.497%
6360	157	0.002%	27878	0.388%	999241	0.009%	264224590	2.487%
6370	163	0.002%	27721	0.386%	1039038	0.010%	263225349	2.478%
6380	147	0.002%	27558	0.384%	938469	0.009%	262186311	2.468%
6390	133	0.002%	27411	0.382%	850427	0.008%	261247842	2.459%
6400	161	0.002%	27278	0.380%	1031211	0.010%	260397415	2.451%
6410	160	0.002%	27117	0.378%	1026333	0.010%	259366204	2.441%
6420	144	0.002%	26957	0.376%	925178	0.009%	258339871	2.432%
6430	160	0.002%	26813	0.374%	1029532	0.010%	257414693	2.423%
6440	144	0.002%	26653	0.371%	928044	0.009%	256385161	2.413%
6450	129	0.002%	26509	0.369%	832605	0.008%	255457117	2.405%
6460	150	0.002%	26380	0.367%	969614	0.009%	254624512	2.397%
6470	152	0.002%	26230	0.365%	984128	0.009%	253654898	2.388%
6480	159	0.002%	26078	0.363%	1031064	0.010%	252670770	2.378%
6490	127	0.002%	25919	0.361%	824815	0.008%	251639706	2.369%
6500	145	0.002%	25792	0.359%	943165	0.009%	250814891	2.361%
6510	151	0.002%	25647	0.357%	983690	0.009%	249871726	2.352%
6520	126	0.002%	25496	0.355%	822098	0.008%	248888036	2.343%
6530	136	0.002%	25370	0.353%	888788	0.008%	248065938	2.335%
6540	124	0.002%	25234	0.352%	811546	0.008%	247177150	2.327%
6550	114	0.002%	25110	0.350%	747186	0.007%	246365604	2.319%
6560	125	0.002%	24996	0.348%	820625	0.008%	245618418	2.312%
6570	127	0.002%	24871	0.346%	834990	0.008%	244797793	2.304%
6580	132	0.002%	24744	0.345%	869141	0.008%	243962803	2.296%
6590	131	0.002%	24612	0.343%	863850	0.008%	243093662	2.288%
6600	143	0.002%	24481	0.341%	944436	0.009%	242229812	2.280%
6610	117	0.002%	24338	0.339%	773910	0.007%	241285376	2.271%
6620	125	0.002%	24221	0.337%	828008	0.008%	240511466	2.264%
6630	121	0.002%	24096	0.336%	802786	0.008%	239683458	2.256%
6640	118	0.002%	23975	0.334%	784072	0.007%	238880672	2.249%
6650	123	0.002%	23857	0.332%	818519	0.008%	238096600	2.241%
6660	108	0.002%	23734	0.331%	719778	0.007%	237278081	2.233%
6670	129	0.002%	23626	0.329%	861002	0.008%	236558303	2.227%
6680	113	0.002%	23497	0.327%	755362	0.007%	235697301	2.219%
6690	114	0.002%	23384	0.326%	763150	0.007%	234941939	2.211%
6700	121	0.002%	23270	0.324%	811259	0.008%	234178789	2.204%
6710	111	0.002%	23149	0.322%	745328	0.007%	233367530	2.197%
6720	116	0.002%	23038	0.321%	780063	0.007%	232622202	2.190%
6730	131	0.002%	22922	0.319%	882227	0.008%	231842139	2.182%
6740	136	0.002%	22791	0.317%	917241	0.009%	230959912	2.174%
6750	98	0.001%	22655	0.316%	661939	0.006%	230042671	2.165%
6760	115	0.002%	22557	0.314%	777937	0.007%	229380732	2.159%
6770	106	0.001%	22442	0.313%	718088	0.007%	228602795	2.152%
6780	141	0.002%	22336	0.311%	956606	0.009%	227884707	2.145%
6790	104	0.001%	22195	0.309%	706611	0.007%	226928101	2.136%
6800	110	0.002%	22091	0.308%	748498	0.007%	226221490	2.129%
6810	120	0.002%	21981	0.306%	817752	0.008%	225472992	2.122%
6820	105	0.001%	21861	0.305%	716590	0.007%	224655240	2.115%
6830	114	0.002%	21756	0.303%	779104	0.007%	223938650	2.108%
6840	108	0.002%	21642	0.301%	739179	0.007%	223159546	2.101%
6850	110	0.002%	21534	0.300%	754036	0.007%	222420367	2.094%
6860	107	0.001%	21424	0.298%	734541	0.007%	221666331	2.087%
6870	96	0.001%	21317	0.297%	659951	0.006%	220931790	2.080%
6880	110	0.002%	21221	0.296%	757276	0.007%	220271839	2.073%
6890	107	0.001%	21111	0.294%	737721	0.007%	219514563	2.066%
6900	108	0.002%	21004	0.293%	745723	0.007%	218776842	2.059%
6910	95	0.001%	20896	0.291%	656904	0.006%	218031119	2.052%
6920	93	0.001%	20801	0.290%	643990	0.006%	217374215	2.046%
6930	91	0.001%	20708	0.288%	631031	0.006%	216730225	2.040%
6940	110	0.002%	20617	0.287%	763864	0.007%	216099194	2.034%
6950	117	0.002%	20507	0.286%	813676	0.008%	215335330	2.027%
6960	107	0.001%	20390	0.284%	745228	0.007%	214521654	2.019%
6970	84	0.001%	20283	0.283%	585831	0.006%	213776426	2.012%
6980	90	0.001%	20199	0.281%	628593	0.006%	213190595	2.007%
6990	95	0.001%	20109	0.280%	664495	0.006%	212562002	2.001%
7000	111	0.002%	20014	0.279%	777518	0.007%	211897507	1.995%
7010	100	0.001%	19903	0.277%	701432	0.007%	211119989	1.987%
7020	92	0.001%	19803	0.276%	646222	0.006%	210418557	1.981%
7030	83	0.001%	19711	0.275%	583831	0.005%	209772335	1.975%
7040	96	0.001%	19628	0.273%	676285	0.006%	209188504	1.969%
7050	93	0.001%	19532	0.272%	656060	0.006%	208512219	1.963%
7060	65	0.001%	19439	0.271%	459212	0.004%	207856159	1.957%
7070	99	0.001%	19374	0.270%	700399	0.007%	207396947	1.952%
7080	87	0.001%	19275	0.269%	616392	0.006%	206696548	1.946%
7090	93	0.001%	19188	0.267%	659822	0.006%	206080156	1.940%
7100	113	0.002%	19095	0.266%	802832	0.008%	205420334	1.934%
7110	87	0.001%	18982	0.264%	618923	0.006%	204617502	1.926%
7120	84	0.001%	18895	0.263%	598466	0.006%	203998579	1.920%
7130	94	0.001%	18811	0.262%	670639	0.006%	203400113	1.915%
7140	74	0.001%	18717	0.261%	528693	0.005%	202729474	1.908%
7150	81	0.001%	18643	0.260%	579534	0.005%	202200781	1.903%
7160	89	0.001%	18562	0.259%	637662	0.006%	201621247	1.898%
7170	85	0.001%	18473	0.257%	609882	0.006%	200983585	1.892%
7180	78	0.001%	18388	0.256%	560412	0.005%	200373703	1.886%
7190	82	0.001%	18310	0.255%	589959	0.006%	199813291	1.881%
7200	75	0.001%	18228	0.254%	540352	0.005%	199223332	1.875%
7210	78	0.001%	18153	0.253%	562727	0.005%	198682980	1.870%
7220	83	0.001%	18075	0.252%	599617	0.006%	198120253	1.865%
7230	86	0.001%	17992	0.251%	622131	0.006%	197520636	1.859%
7240	77	0.001%	17906	0.249%	557836	0.005%	196898505	1.853%
7250	81	0.001%	17829	0.248%	587591	0.006%	196340669	1.848%
7260	68	0.001%	17748	0.247%	494016	0.005%	195753078	1.843%
7270	79	0.001%	17680	0.246%	574719	0.005%	195259062	1.838%
7280	75	0.001%	17601	0.245%	546381	0.005%	194684343	1.833%
7290	62	0.001%	17526	0.244%	452283	0.004%	194137962	1.827%
