d07ctrl031	94.6161	92.3552
d07ctrl032	90.4561	88.2974
d07ctrl033	97.3442	94.9061
d07ctrl034	91.0232	88.6833
d07ctrl035	97.8662	94.7327
d07ctrl036	97.8280	95.5604
d07ctrl037	97.9833	95.1076
d07ctrl038	96.0220	93.3068
d07ctrl039	97.8122	95.8050
d07ctrl040	96.8099	94.1960
d07sub041	96.0607	93.8829
d07sub042	92.9331	89.7845
d07sub043	90.6696	86.3470
d07sub044	98.3327	94.2141
d07sub045	98.5869	96.0647
d07sub046	97.3449	94.8054
d07sub047	98.6283	95.6881
d07sub048	98.0610	95.0429
d07sub049	88.0962	82.9313
d07sub050	98.2287	94.8105
d07ther051	98.5498	96.4710
d07ther052	98.4915	96.3711
d07ther053	98.5908	95.9024
d07ther054	97.8498	95.0619
d07ther055	98.0131	95.2452
d07ther056	97.5514	95.9063
d07ther057	98.6661	96.3132
d07ther058	92.3506	88.8964
d07ther059	97.7523	93.4050
d07ther060	98.0821	93.8410
d35ctrl091	98.0273	95.1090
d35ctrl092	97.4418	94.8016
d35ctrl093	97.6228	94.1766
d35ctrl094	97.5245	94.2309
d35ctrl095	96.5640	93.1498
d35ctrl096	96.9682	93.6214
d35ctrl097	97.1291	95.1961
d35ctrl098	97.7824	95.3488
d35ctrl099	97.3621	94.8837
d35ctrl100	97.9398	95.9132
d35sub101	98.5776	96.8722
d35sub102	95.2462	93.3705
d35sub103	98.1864	95.8088
d35sub104	95.5533	92.4124
d35sub105	98.2897	95.2592
d35sub106	97.0647	93.6172
d35sub107	98.0952	96.8414
d35sub108	98.2837	96.1268
d35sub109	97.8088	96.1018
d35sub110	90.1107	87.1259
d35ther111	96.5827	93.6461
d35ther112	98.4700	95.5334
d35ther113	98.6479	95.9853
d35ther114	97.7622	96.5742
d35ther115	97.3111	95.3633
d35ther116	98.1269	95.1164
d35ther117	97.8550	95.2146
d35ther118	98.5513	96.5645
d35ther119	96.8345	94.6734
d35ther120	97.0038	94.6592
d78ctrl181	94.6328	91.7260
d78ctrl182	92.8288	90.2028
d78ctrl183	91.9747	89.7541
d78ctrl184	91.3574	88.9305
d78ctrl185	92.8717	90.6669
d78ctrl186	93.8381	91.0877
d78ctrl187	93.2259	90.9819
d78ctrl188	94.1216	92.1108
d78ctrl189	92.9180	90.4378
d78ex1sub	92.9011	90.7927
d78ex2sub	95.5324	93.3334
d78ex3sub	96.5348	94.9924
d78sub191	95.6816	93.2671
d78sub192	96.6138	94.7718
d78sub193	94.9075	93.0168
d78sub194	93.6966	91.3920
d78sub195	92.0791	89.5410
d78sub196	94.8684	92.5218
d78sub197	93.6403	90.7106
d78sub198	94.4870	91.7590
d78sub199	91.1562	88.0537
d78sub200	91.2784	89.2070
d78ther201	96.5523	94.5548
d78ther202	96.0233	94.0035
d78ther203	95.5945	93.3458
d78ther204	96.8884	95.0536
d78ther205	94.5948	92.3541
d78ther206	95.7152	94.1562
d78ther207	97.7260	96.0863
d78ther208	93.7266	91.7549
d78ther209	95.1651	93.0320
d78ther210	95.2076	92.4640
